,es,ar,cs,de,id,ko,ja,lv,nl,it
17,0.934640522875817,0.9377049180327869,0.8061538461538462,0.9142857142857143,0.8562300319488818,0.8802588996763754,0.8300653594771241,0.8517350157728707,0.9055374592833876,0.9294871794871794
18,0.8541666666666667,0.8602150537634408,0.8958333333333333,0.8842105263157894,0.9696969696969697,0.7045454545454547,0.7608695652173914,0.7865168539325842,0.7474747474747474,0.9292929292929293
19,0.8983050847457628,0.8620689655172413,0.8965517241379309,0.8099173553719008,0.9152542372881356,0.7610619469026549,0.6545454545454547,0.8925619834710744,0.8495575221238938,0.8245614035087718
20,0.8928571428571428,0.8722466960352422,0.8370044052863437,0.8782608695652175,0.9217391304347826,0.8347826086956521,0.7523809523809524,0.8310502283105022,0.857142857142857,0.8648648648648648
21,0.9142857142857144,0.8732394366197184,0.8705035971223022,0.8788927335640138,0.9078014184397163,0.8219178082191781,0.8303249097472925,0.8519855595667869,0.8763250883392227,0.9295774647887325
22,0.956896551724138,0.923728813559322,0.8706896551724138,0.8706896551724138,0.9487179487179486,0.8412017167381974,0.8458149779735683,0.9264069264069263,0.8851063829787235,0.9446808510638298
23,0.838095238095238,0.854368932038835,0.8307692307692308,0.8762886597938144,0.9099999999999999,0.8585858585858586,0.86,0.8865979381443299,0.8307692307692308,0.8415841584158417
24,0.8524590163934426,0.8958333333333334,0.8186528497409326,0.8210526315789474,0.8947368421052632,0.7167630057803468,0.7231638418079096,0.797872340425532,0.8172043010752689,0.9139784946236558
25,0.8140703517587939,0.8300000000000002,0.8177339901477833,0.8205128205128205,0.8140703517587939,0.7700000000000001,0.7083333333333334,0.7860696517412936,0.79,0.8656716417910447
26,0.9025641025641026,0.8686868686868686,0.923076923076923,0.8350515463917526,0.8969072164948454,0.8527918781725888,0.7978142076502733,0.8832487309644671,0.8723404255319148,0.8923076923076922
27,0.8659793814432989,0.8041237113402062,0.9130434782608695,0.8333333333333334,0.9545454545454545,0.7835051546391751,0.8659793814432989,0.9148936170212767,0.989010989010989,0.8659793814432989
28,0.8585365853658536,0.9508196721311476,0.8648648648648649,0.8602150537634409,0.9312169312169313,0.8465608465608466,0.8114285714285715,0.8248587570621468,0.8924731182795699,0.9735449735449735
29,0.9043478260869565,0.8401826484018265,0.8669527896995708,0.8648648648648648,0.9203539823008849,0.8148148148148149,0.8054298642533937,0.8669527896995708,0.9155555555555557,0.8839285714285715
30,0.900523560209424,0.8961748633879782,0.9052631578947369,0.9100529100529101,0.90625,0.8648648648648649,0.9042553191489361,0.909090909090909,0.8556149732620321,0.9157894736842105
31,0.8859649122807017,0.9162995594713658,0.8755760368663595,0.8240343347639484,0.9385964912280702,0.8608695652173913,0.8036529680365295,0.8508771929824561,0.8839285714285715,0.9196428571428571
32,0.8484848484848485,0.8333333333333334,0.8059701492537313,0.8296296296296296,0.874074074074074,0.7786259541984732,0.7786259541984732,0.835820895522388,0.8396946564885497,0.9185185185185185
33,0.8378378378378377,0.8425925925925927,0.7685185185185186,0.8090909090909092,0.8558558558558559,0.7982456140350878,0.7211538461538463,0.7963800904977376,0.8093023255813954,0.8634361233480176
34,0.8670212765957447,0.839378238341969,0.8443271767810026,0.8617021276595745,0.8247422680412371,0.8210526315789475,0.8229166666666666,0.8155844155844156,0.832,0.8818897637795274
35,0.906474820143885,0.8808664259927798,0.8394160583941607,0.8888888888888888,0.8661971830985915,0.8043478260869564,0.7368421052631579,0.8447653429602888,0.832116788321168,0.9148936170212766
36,0.892128279883382,0.8035190615835776,0.8035190615835776,0.8137535816618912,0.8318584070796461,0.7784431137724551,0.6766467065868264,0.7558139534883722,0.8245614035087719,0.8645533141210374
37,0.8360655737704918,0.8264462809917354,0.832,0.7999999999999999,0.8429752066115702,0.7479674796747967,0.719298245614035,0.8225806451612904,0.8376068376068375,0.8264462809917354
38,0.8571428571428571,0.7952755905511811,0.848,0.8412698412698413,0.8828125,0.7984189723320158,0.807843137254902,0.8379446640316206,0.8313725490196078,0.9069767441860465
39,0.9626556016597511,0.9121338912133892,0.9243697478991596,0.8907563025210085,0.9,0.7901234567901234,0.7400881057268722,0.8991596638655462,0.8620689655172413,0.9294605809128631
40,0.8834688346883469,0.8533333333333334,0.8817204301075269,0.8726287262872628,0.8848167539267016,0.8440860215053764,0.8292682926829268,0.8817204301075269,0.893048128342246,0.9173333333333333
41,0.8778280542986426,0.8458149779735682,0.8133971291866029,0.8281938325991189,0.8571428571428571,0.7757009345794393,0.7373271889400921,0.75,0.8858447488584474,0.9230769230769231
42,0.9090909090909091,0.7558139534883721,0.896551724137931,0.8181818181818181,0.8777777777777778,0.7514450867052023,0.7636363636363637,0.8764044943820225,0.8604651162790697,0.898876404494382
43,0.8016528925619835,0.8489795918367348,0.8049792531120332,0.753968253968254,0.8688524590163934,0.7950819672131147,0.6963562753036437,0.8408163265306123,0.8734693877551021,0.8489795918367348
44,0.8823529411764707,0.8995215311004785,0.8356807511737089,0.8708133971291866,0.8878048780487805,0.8056872037914692,0.8258706467661692,0.8229665071770335,0.8349514563106797,0.8975609756097561
45,0.8681318681318682,0.8681318681318682,0.858695652173913,0.8633879781420765,0.9021739130434784,0.745945945945946,0.7446808510638299,0.8044692737430167,0.861878453038674,0.8478260869565217
46,0.8797468354430381,0.8695652173913043,0.7974683544303798,0.8454258675078864,0.9153605015673981,0.842443729903537,0.763975155279503,0.8152866242038218,0.8535825545171339,0.8782051282051282
47,0.952112676056338,0.9035812672176308,0.9030470914127424,0.924791086350975,0.9243697478991597,0.8498583569405098,0.7988338192419825,0.9388888888888889,0.8876404494382022,0.958217270194986
48,0.8284023668639052,0.8285714285714286,0.8409090909090908,0.880466472303207,0.8133704735376045,0.7885714285714286,0.7507163323782234,0.8448275862068966,0.8488372093023255,0.8876404494382022
49,0.8803088803088803,0.8634686346863468,0.8592592592592593,0.873134328358209,0.8905660377358491,0.8384615384615385,0.8313725490196079,0.8222222222222222,0.8582375478927202,0.9172932330827067
50,0.8870967741935484,0.8208955223880597,0.9147286821705427,0.8682170542635659,0.9375,0.848,0.8412698412698412,0.8688524590163934,0.8617886178861788,0.9457364341085271
51,0.9099526066350712,0.8256880733944955,0.8365384615384616,0.9134615384615384,0.8669950738916256,0.726457399103139,0.7499999999999999,0.8341232227488151,0.8461538461538461,0.9126213592233009
52,0.9319371727748691,0.8704663212435233,0.8615384615384615,0.8972972972972973,0.8253968253968254,0.8497409326424872,0.870967741935484,0.8526315789473684,0.8556149732620321,0.9484536082474228
53,0.8733031674208145,0.8571428571428572,0.8200455580865604,0.8597285067873304,0.8993288590604028,0.7972665148063782,0.7990867579908677,0.8662131519274376,0.8610478359908884,0.8839285714285715
54,0.8769230769230768,0.8702290076335878,0.8217054263565892,0.8088235294117647,0.9022556390977443,0.8253968253968254,0.7969924812030075,0.8,0.8661417322834646,0.9160305343511451
55,0.941747572815534,0.839622641509434,0.8712871287128712,0.8855721393034826,0.8866995073891626,0.7960199004975125,0.6951871657754012,0.7352941176470589,0.8995215311004785,0.8627450980392157
56,0.8148148148148148,0.8704663212435233,0.8808290155440415,0.8795811518324608,0.8404255319148938,0.8085106382978723,0.8677248677248677,0.8586387434554974,0.8958333333333333,0.8367346938775511
57,0.8947368421052632,0.8624535315985131,0.850909090909091,0.8314606741573034,0.8695652173913043,0.7985347985347986,0.8409090909090908,0.8814814814814814,0.8996282527881041,0.900763358778626
58,0.898876404494382,0.7955801104972375,0.8850574712643678,0.8275862068965517,0.8926553672316383,0.7252747252747254,0.8202247191011236,0.8670520231213873,0.8361581920903954,0.8555555555555556
59,0.8698412698412699,0.8782051282051283,0.8786885245901639,0.832258064516129,0.8910256410256411,0.7870967741935485,0.7828947368421053,0.8690095846645368,0.8428093645484951,0.8664495114006515
60,0.8552188552188552,0.8184818481848185,0.8160535117056856,0.7837837837837838,0.8322147651006712,0.750853242320819,0.802675585284281,0.7919463087248323,0.8791946308724832,0.8438538205980065
61,0.9043478260869565,0.8376068376068375,0.8596491228070176,0.8849557522123893,0.8,0.7719298245614034,0.831858407079646,0.7964601769911505,0.8205128205128206,0.8813559322033899
62,0.8699186991869918,0.8326848249027237,0.860655737704918,0.8682170542635659,0.896551724137931,0.7812500000000001,0.7826086956521738,0.8537549407114624,0.8924302788844621,0.889763779527559
63,0.9296482412060302,0.9019607843137254,0.9118387909319899,0.9033816425120773,0.9090909090909091,0.8701923076923077,0.8205128205128205,0.8850855745721272,0.9113924050632912,0.9043062200956937
64,0.8773234200743495,0.8602941176470589,0.8593155893536123,0.9063670411985019,0.854014598540146,0.7896678966789669,0.7593984962406016,0.8897058823529411,0.8257575757575757,0.8644688644688644
65,0.9183673469387755,0.8704318936877077,0.9215686274509803,0.9328859060402686,0.8807947019867549,0.8289473684210527,0.8305647840531561,0.8993288590604027,0.9049180327868853,0.9297658862876255
66,0.8939051918735892,0.8216704288939052,0.9009009009009009,0.9016018306636155,0.898876404494382,0.8685968819599109,0.8735632183908046,0.9157175398633258,0.9244444444444444,0.90744920993228
67,0.8,0.7564102564102565,0.738255033557047,0.7763157894736842,0.8219178082191781,0.7651006711409396,0.7323943661971832,0.8187919463087249,0.75,0.802721088435374
68,0.9206349206349206,0.8370607028753994,0.8952380952380952,0.8589341692789968,0.8615384615384615,0.8395061728395061,0.8301886792452831,0.8157099697885197,0.8860759493670887,0.9470404984423676
69,0.8706896551724138,0.8461538461538461,0.8831168831168832,0.9075630252100839,0.8841201716738197,0.8154506437768241,0.7792207792207791,0.8170212765957446,0.923728813559322,0.9059829059829059
70,0.8761904761904762,0.8471337579617834,0.7986577181208054,0.8131147540983606,0.8745980707395498,0.7707006369426751,0.7417218543046358,0.8157894736842106,0.8338983050847457,0.8553459119496855
71,0.8936170212765958,0.8581314878892733,0.825938566552901,0.8304498269896193,0.8551724137931035,0.7424749163879598,0.8188405797101449,0.809688581314879,0.8362369337979093,0.8794326241134752
72,0.8157894736842105,0.810126582278481,0.7741935483870968,0.8157894736842105,0.846153846153846,0.8133333333333335,0.7972972972972974,0.7866666666666666,0.7310344827586207,0.7500000000000001
73,0.7943262411347517,0.8051948051948051,0.7792207792207793,0.7466666666666667,0.8266666666666668,0.7368421052631579,0.684931506849315,0.8366013071895425,0.8163265306122449,0.8774193548387098
74,0.9346246973365617,0.7637231503579952,0.7599067599067599,0.9164677804295943,0.9186602870813396,0.8428571428571429,0.8405797101449276,0.8095238095238095,0.9082125603864734,0.855072463768116
75,0.9325153374233128,0.8424242424242424,0.8395061728395061,0.8571428571428572,0.8881987577639752,0.7951070336391437,0.7875,0.9320987654320988,0.90282131661442,0.9382716049382716
76,0.8786127167630059,0.875,0.7888888888888889,0.8070175438596492,0.8850574712643678,0.8095238095238094,0.7636363636363636,0.8444444444444446,0.8333333333333334,0.8850574712643678
77,0.9221556886227545,0.880952380952381,0.9112426035502958,0.9364161849710982,0.863905325443787,0.8502994011976048,0.8313253012048193,0.880952380952381,0.9036144578313252,0.9534883720930232
78,0.9083969465648855,0.8244274809160306,0.8821292775665399,0.8646616541353385,0.8923076923076922,0.8244274809160306,0.8047808764940239,0.8320610687022901,0.9090909090909091,0.9125475285171103
79,0.8634920634920634,0.8238993710691823,0.8440366972477065,0.8449848024316109,0.9161676646706586,0.8023952095808383,0.695364238410596,0.8161993769470405,0.8238993710691823,0.8303030303030303
80,0.9101123595505618,0.847457627118644,0.8700564971751413,0.8926553672316384,0.8914285714285715,0.8045977011494253,0.7514450867052024,0.8777777777777778,0.8799999999999999,0.9222222222222223
81,0.8804347826086957,0.8663101604278075,0.8510638297872339,0.8829787234042553,0.9130434782608695,0.7978142076502732,0.7709497206703911,0.8167539267015708,0.8253968253968254,0.9081081081081082
82,0.8844221105527638,0.8669950738916256,0.8989898989898989,0.8743718592964824,0.9128205128205129,0.7373737373737373,0.77720207253886,0.8775510204081632,0.8877551020408163,0.88
83,0.9200000000000002,0.8671875,0.8818897637795274,0.8638132295719845,0.9003984063745021,0.8373983739837397,0.7478991596638656,0.889763779527559,0.9224806201550387,0.9296875
84,0.854368932038835,0.9313725490196079,0.8461538461538461,0.8446601941747574,0.95,0.7999999999999999,0.751269035532995,0.835820895522388,0.9108910891089109,0.95
85,0.9333333333333333,0.8842105263157894,0.9072164948453607,0.9370629370629372,0.896551724137931,0.8098591549295775,0.8201438848920863,0.8989547038327526,0.9148936170212766,0.9333333333333333
86,0.8905109489051095,0.8985507246376812,0.9185185185185185,0.9197080291970803,0.8823529411764706,0.8405797101449276,0.8740740740740741,0.8613138686131387,0.935251798561151,0.9640287769784173
87,0.8396946564885496,0.8759124087591241,0.8405797101449275,0.7938931297709925,0.8721804511278196,0.8333333333333334,0.8031496062992126,0.8702290076335878,0.7751937984496124,0.9160305343511451
88,0.90625,0.8932806324110673,0.8862745098039216,0.842911877394636,0.935361216730038,0.7388059701492536,0.8326848249027237,0.8549019607843137,0.8638132295719845,0.9195402298850576
89,0.7073170731707317,0.7948717948717949,0.7820512820512822,0.8734177215189873,0.8831168831168831,0.6709677419354839,0.662251655629139,0.840764331210191,0.8074534161490684,0.7777777777777778
90,0.8636363636363636,0.8529411764705882,0.888888888888889,0.8296296296296296,0.8985507246376812,0.7794117647058824,0.8,0.8923076923076922,0.8985507246376812,0.9022556390977444
91,0.9411764705882352,0.9032258064516129,0.9019607843137255,0.8974358974358974,0.961038961038961,0.8456375838926175,0.881578947368421,0.8903225806451613,0.8666666666666666,0.961038961038961
92,0.8949771689497718,0.9245283018867925,0.909952606635071,0.9186602870813396,0.8219178082191781,0.8476190476190476,0.7922705314009661,0.8390243902439023,0.883720930232558,0.9272727272727271
93,0.9078014184397163,0.9370629370629372,0.8827586206896552,0.9714285714285714,0.9285714285714286,0.906474820143885,0.9014084507042254,0.8857142857142857,0.921985815602837,0.9295774647887324
94,0.8742514970059881,0.834355828220859,0.8271604938271606,0.8765432098765431,0.860759493670886,0.7976190476190477,0.8387096774193548,0.8588957055214723,0.8780487804878048,0.9325153374233128
