,Original,Below Basic,Basic,Intermediate,Advanced
10,"[0.61077481508255, 0.09781043976545334, 0.08774755895137787, 0.07966771721839905, 0.06474386155605316, 0.05925557762384415]&['Supraoptic nucleus', 'Bowman capsule  ', 'Hypophysial portal system  ', 'Anterior pituitary gland  ', 'Loop of Henle  ', 'Glomerulus  ']","[0.4605979025363922, 0.24590863287448883, 0.12488296627998352, 0.0953192412853241, 0.04185181483626366, 0.03143935650587082]&['Loop of Henle  ', 'Bowman capsule  ', 'Anterior pituitary gland  ', 'Hypophysial portal system  ', 'Supraoptic nucleus', 'Glomerulus  ']","[0.31218674778938293, 0.26758745312690735, 0.17327776551246643, 0.1480284184217453, 0.07099663466215134, 0.02792302891612053]&['Loop of Henle  ', 'Bowman capsule  ', 'Hypophysial portal system  ', 'Anterior pituitary gland  ', 'Supraoptic nucleus', 'Glomerulus  ']","[0.293218731880188, 0.26509547233581543, 0.2363305240869522, 0.11621537804603577, 0.05205141752958298, 0.03708841651678085]&['Anterior pituitary gland  ', 'Loop of Henle  ', 'Bowman capsule  ', 'Hypophysial portal system  ', 'Supraoptic nucleus', 'Glomerulus  ']","[0.29795941710472107, 0.2076375037431717, 0.19620124995708466, 0.14496071636676788, 0.11422183364629745, 0.03901924937963486]&['Loop of Henle  ', 'Hypophysial portal system  ', 'Anterior pituitary gland  ', 'Bowman capsule  ', 'Supraoptic nucleus', 'Glomerulus  ']"
11,"[0.3898699879646301, 0.2103675752878189, 0.15577836334705353, 0.12393537908792496, 0.1200486496090889]&['Misfolding and aggregation of cytoskeletal proteins  ', 'Myocyte hyperplasia as a result of induction of embryonic genes', 'Fibrosis of intraventricular conduction pathways  ', 'Increased synthesis of contractile filaments  ', 'Excessive accumulation of glycogen  ']","[0.47067323327064514, 0.24898451566696167, 0.1088099330663681, 0.1065792441368103, 0.06495311856269836]&['Misfolding and aggregation of cytoskeletal proteins  ', 'Fibrosis of intraventricular conduction pathways  ', 'Myocyte hyperplasia as a result of induction of embryonic genes', 'Increased synthesis of contractile filaments  ', 'Excessive accumulation of glycogen  ']","[0.4249694347381592, 0.20387330651283264, 0.17404596507549286, 0.10836265236139297, 0.08874861896038055]&['Misfolding and aggregation of cytoskeletal proteins  ', 'Fibrosis of intraventricular conduction pathways  ', 'Increased synthesis of contractile filaments  ', 'Myocyte hyperplasia as a result of induction of embryonic genes', 'Excessive accumulation of glycogen  ']","[0.6366877555847168, 0.12403887510299683, 0.10608314722776413, 0.0832156091928482, 0.049974583089351654]&['Misfolding and aggregation of cytoskeletal proteins  ', 'Fibrosis of intraventricular conduction pathways  ', 'Myocyte hyperplasia as a result of induction of embryonic genes', 'Increased synthesis of contractile filaments  ', 'Excessive accumulation of glycogen  ']","[0.7321591973304749, 0.10775623470544815, 0.0789346992969513, 0.04620566964149475, 0.03494415804743767]&['Misfolding and aggregation of cytoskeletal proteins  ', 'Fibrosis of intraventricular conduction pathways  ', 'Increased synthesis of contractile filaments  ', 'Excessive accumulation of glycogen  ', 'Myocyte hyperplasia as a result of induction of embryonic genes']"
12,"[0.2537918984889984, 0.2464963048696518, 0.20432178676128387, 0.17518308758735657, 0.12020693719387054]&['Vitamin B 12 (cobalamin)  ', 'Magnesium  ', 'Vitamin A  ', 'Vitamin C  ', 'Zinc']","[0.41124966740608215, 0.24085915088653564, 0.16370756924152374, 0.10614153742790222, 0.07804210484027863]&['Vitamin B 12 (cobalamin)  ', 'Vitamin A  ', 'Magnesium  ', 'Vitamin C  ', 'Zinc']","[0.3870115876197815, 0.20404984056949615, 0.186331644654274, 0.1362176090478897, 0.08638937026262283]&['Vitamin B 12 (cobalamin)  ', 'Vitamin A  ', 'Magnesium  ', 'Vitamin C  ', 'Zinc']","[0.41195183992385864, 0.2046845555305481, 0.16951942443847656, 0.1345793455839157, 0.0792648196220398]&['Vitamin B 12 (cobalamin)  ', 'Vitamin A  ', 'Magnesium  ', 'Vitamin C  ', 'Zinc']","[0.42849138379096985, 0.18980810046195984, 0.17425768077373505, 0.1327444612979889, 0.07469837367534637]&['Vitamin B 12 (cobalamin)  ', 'Vitamin A  ', 'Vitamin C  ', 'Magnesium  ', 'Zinc']"
13,"[0.28321120142936707, 0.23386147618293762, 0.18393787741661072, 0.17995786666870117, 0.11903151869773865]&['105 -155 ', '129 -131', '120 -140 ', '125 -135 ', '128 -132 ']","[0.4421461820602417, 0.1823839247226715, 0.15133653581142426, 0.1386558562517166, 0.08547750860452652]&['129 -131', '105 -155 ', '125 -135 ', '120 -140 ', '128 -132 ']","[0.5458322167396545, 0.13786086440086365, 0.12327586859464645, 0.1127864271402359, 0.08024468272924423]&['129 -131', '105 -155 ', '125 -135 ', '120 -140 ', '128 -132 ']","[0.5118235349655151, 0.18957655131816864, 0.12364349514245987, 0.09314512461423874, 0.08181127905845642]&['129 -131', '105 -155 ', '125 -135 ', '120 -140 ', '128 -132 ']","[0.3840342164039612, 0.2042374163866043, 0.18289661407470703, 0.15348799526691437, 0.07534372806549072]&['129 -131', '105 -155 ', '125 -135 ', '120 -140 ', '128 -132 ']"
14,"[0.6121364831924438, 0.2096763700246811, 0.0776074081659317, 0.06881038844585419, 0.03176933899521828]&['Emphysema', 'Cystic fibrosis  ', 'Bronchiectasis  ', 'Chronic pulmonary fibrosis  ', 'Asthma  ']","[0.30320411920547485, 0.2986350357532501, 0.26370489597320557, 0.09440281987190247, 0.0400531068444252]&['Emphysema', 'Bronchiectasis  ', 'Cystic fibrosis  ', 'Chronic pulmonary fibrosis  ', 'Asthma  ']","[0.4483166038990021, 0.19864708185195923, 0.1421620398759842, 0.12321927398443222, 0.08765499293804169]&['Cystic fibrosis  ', 'Bronchiectasis  ', 'Asthma  ', 'Emphysema', 'Chronic pulmonary fibrosis  ']","[0.37958672642707825, 0.21618545055389404, 0.16265961527824402, 0.13174355030059814, 0.10982470214366913]&['Cystic fibrosis  ', 'Emphysema', 'Bronchiectasis  ', 'Asthma  ', 'Chronic pulmonary fibrosis  ']","[0.5086077451705933, 0.16587288677692413, 0.11942990124225616, 0.10612762719392776, 0.09996181726455688]&['Cystic fibrosis  ', 'Bronchiectasis  ', 'Chronic pulmonary fibrosis  ', 'Emphysema', 'Asthma  ']"
15,"[0.36880505084991455, 0.32463937997817993, 0.1442055106163025, 0.11191738396883011, 0.050432659685611725]&['Greater chance of a Type II error  ', 'Greater chance of a Type I error  ', 'Less chance of a Type II error  ', 'Less chance of a Type I error  ', 'Impossible to predict']","[0.2899838387966156, 0.2869912385940552, 0.2186703383922577, 0.19128277897834778, 0.01307178009301424]&['Greater chance of a Type II error  ', 'Less chance of a Type II error  ', 'Less chance of a Type I error  ', 'Greater chance of a Type I error  ', 'Impossible to predict']","[0.27677688002586365, 0.2667141854763031, 0.20647108554840088, 0.19740135967731476, 0.052636418491601944]&['Less chance of a Type II error  ', 'Greater chance of a Type II error  ', 'Greater chance of a Type I error  ', 'Less chance of a Type I error  ', 'Impossible to predict']","[0.28904688358306885, 0.2415505051612854, 0.2317783683538437, 0.18052475154399872, 0.05709950253367424]&['Greater chance of a Type II error  ', 'Greater chance of a Type I error  ', 'Less chance of a Type II error  ', 'Less chance of a Type I error  ', 'Impossible to predict']","[0.30845609307289124, 0.2693558931350708, 0.2102208435535431, 0.18771886825561523, 0.02424822747707367]&['Greater chance of a Type II error  ', 'Greater chance of a Type I error  ', 'Less chance of a Type II error  ', 'Less chance of a Type I error  ', 'Impossible to predict']"
16,"[0.3096381723880768, 0.2363891303539276, 0.20138975977897644, 0.14721594750881195, 0.05656072497367859, 0.048806242644786835]&['Increased thyroid -stimulating hormone concentration', 'Decreased leptin concentration  ', 'Decreased cholesterol excretion  ', 'Decreased estrone concentration  ', 'Increased growth hormone concentration  ', 'Increased fasting insulin concentration  ']","[0.3781627118587494, 0.2011335790157318, 0.17876289784908295, 0.1017247885465622, 0.0772564709186554, 0.06295949965715408]&['Increased thyroid -stimulating hormone concentration', 'Decreased cholesterol excretion  ', 'Decreased leptin concentration  ', 'Decreased estrone concentration  ', 'Increased fasting insulin concentration  ', 'Increased growth hormone concentration  ']","[0.331308513879776, 0.1969325840473175, 0.1741684228181839, 0.15697155892848969, 0.09161340445280075, 0.04900549724698067]&['Increased thyroid -stimulating hormone concentration', 'Decreased leptin concentration  ', 'Increased fasting insulin concentration  ', 'Decreased cholesterol excretion  ', 'Decreased estrone concentration  ', 'Increased growth hormone concentration  ']","[0.29123982787132263, 0.24584847688674927, 0.1692943572998047, 0.1268095225095749, 0.0889798030257225, 0.07782799005508423]&['Increased thyroid -stimulating hormone concentration', 'Decreased cholesterol excretion  ', 'Decreased leptin concentration  ', 'Decreased estrone concentration  ', 'Increased fasting insulin concentration  ', 'Increased growth hormone concentration  ']","[0.2817923128604889, 0.21299345791339874, 0.20548425614833832, 0.13986527919769287, 0.08241599053144455, 0.07744867354631424]&['Decreased cholesterol excretion  ', 'Decreased leptin concentration  ', 'Increased thyroid -stimulating hormone concentration', 'Decreased estrone concentration  ', 'Increased growth hormone concentration  ', 'Increased fasting insulin concentration  ']"
17,"[0.2782171070575714, 0.2672593891620636, 0.2577551305294037, 0.10469671338796616, 0.09207171201705933]&['Schizophrenia', 'Bipolar disorder, manic, with psychotic features  ', 'Brief psychotic disorder  ', 'Delusional disorder  ', 'Psychotic disorder due to general medical condition  ']","[0.31608250737190247, 0.2873879075050354, 0.21079052984714508, 0.10735629498958588, 0.07838277518749237]&['Brief psychotic disorder  ', 'Schizophrenia', 'Bipolar disorder, manic, with psychotic features  ', 'Psychotic disorder due to general medical condition  ', 'Delusional disorder  ']","[0.5516000986099243, 0.20207849144935608, 0.11665023863315582, 0.0751558393239975, 0.05451532080769539]&['Brief psychotic disorder  ', 'Schizophrenia', 'Bipolar disorder, manic, with psychotic features  ', 'Psychotic disorder due to general medical condition  ', 'Delusional disorder  ']","[0.4844299256801605, 0.2706409990787506, 0.09255541115999222, 0.07797873020172119, 0.07439490407705307]&['Brief psychotic disorder  ', 'Schizophrenia', 'Bipolar disorder, manic, with psychotic features  ', 'Psychotic disorder due to general medical condition  ', 'Delusional disorder  ']","[0.3610295355319977, 0.21373265981674194, 0.2099011391401291, 0.11448175460100174, 0.10085492581129074]&['Schizophrenia', 'Delusional disorder  ', 'Brief psychotic disorder  ', 'Psychotic disorder due to general medical condition  ', 'Bipolar disorder, manic, with psychotic features  ']"
18,"[0.33817726373672485, 0.32053351402282715, 0.14293396472930908, 0.11316463351249695, 0.08519062399864197]&['Disclosing the most important information so that it can be understood as fully as possible  ', ""Allowing the couple's primary care physician to discuss most of the information with them  "", ""Influencing the parents' course of action about what is medically most appropriate"", 'Delaying parental distress until the information is completely disclosed  ', 'Allowing the parents time to tell other family members  ']","[0.3970972001552582, 0.24013027548789978, 0.2094941884279251, 0.11170369386672974, 0.04157455265522003]&['Allowing the parents time to tell other family members  ', ""Allowing the couple's primary care physician to discuss most of the information with them  "", 'Disclosing the most important information so that it can be understood as fully as possible  ', 'Delaying parental distress until the information is completely disclosed  ', ""Influencing the parents' course of action about what is medically most appropriate""]","[0.4886152148246765, 0.1756424903869629, 0.15742622315883636, 0.11912374198436737, 0.05919231101870537]&['Allowing the parents time to tell other family members  ', ""Allowing the couple's primary care physician to discuss most of the information with them  "", 'Disclosing the most important information so that it can be understood as fully as possible  ', 'Delaying parental distress until the information is completely disclosed  ', ""Influencing the parents' course of action about what is medically most appropriate""]","[0.32025063037872314, 0.22381821274757385, 0.19418032467365265, 0.14308492839336395, 0.1186659038066864]&['Disclosing the most important information so that it can be understood as fully as possible  ', ""Influencing the parents' course of action about what is medically most appropriate"", 'Delaying parental distress until the information is completely disclosed  ', 'Allowing the parents time to tell other family members  ', ""Allowing the couple's primary care physician to discuss most of the information with them  ""]","[0.48501813411712646, 0.3663175106048584, 0.05110541731119156, 0.04999999701976776, 0.0475589893758297]&['Disclosing the most important information so that it can be understood as fully as possible  ', 'Delaying parental distress until the information is completely disclosed  ', ""Influencing the parents' course of action about what is medically most appropriate"", ""Allowing the couple's primary care physician to discuss most of the information with them  "", 'Allowing the parents time to tell other family members  ']"
19,"[0.3944365382194519, 0.1971375197172165, 0.174966499209404, 0.15469251573085785, 0.07876696437597275]&['Activation of the α 1-adrenergic receptor  ', 'Inhibition of the α 1-adrenergic receptor  ', 'Production of prostate -specific antigen', 'Conversion of testosterone to dihydrotestosterone  ', 'Conversion of testosterone to estradiol  ']","[0.478733628988266, 0.3380613327026367, 0.08465469628572464, 0.050894029438495636, 0.047656431794166565]&['Activation of the α 1-adrenergic receptor  ', 'Inhibition of the α 1-adrenergic receptor  ', 'Conversion of testosterone to dihydrotestosterone  ', 'Conversion of testosterone to estradiol  ', 'Production of prostate -specific antigen']","[0.599642276763916, 0.20021922886371613, 0.10238603502511978, 0.06397517770528793, 0.033777251839637756]&['Inhibition of the α 1-adrenergic receptor  ', 'Activation of the α 1-adrenergic receptor  ', 'Conversion of testosterone to dihydrotestosterone  ', 'Production of prostate -specific antigen', 'Conversion of testosterone to estradiol  ']","[0.3628106713294983, 0.26832669973373413, 0.15055496990680695, 0.14384397864341736, 0.07446366548538208]&['Conversion of testosterone to dihydrotestosterone  ', 'Activation of the α 1-adrenergic receptor  ', 'Inhibition of the α 1-adrenergic receptor  ', 'Conversion of testosterone to estradiol  ', 'Production of prostate -specific antigen']","[0.2745606303215027, 0.2313448041677475, 0.2188093066215515, 0.1402249038219452, 0.1350604146718979]&['Activation of the α 1-adrenergic receptor  ', 'Conversion of testosterone to dihydrotestosterone  ', 'Inhibition of the α 1-adrenergic receptor  ', 'Production of prostate -specific antigen', 'Conversion of testosterone to estradiol  ']"
20,"[0.39559489488601685, 0.25850316882133484, 0.16574934124946594, 0.11095716804265976, 0.06919539719820023]&['Decreased  dull decreased  ', 'Decreased  hyperresonant  decreased  ', 'Increased  dull decreased', 'Increased  dull bronchial  ', 'Decreased  hyperresonant  dull ']","[0.31545111536979675, 0.24723881483078003, 0.22348512709140778, 0.15677501261234283, 0.057049933820962906]&['Increased  dull bronchial  ', 'Decreased  dull decreased  ', 'Increased  dull decreased', 'Decreased  hyperresonant  decreased  ', 'Decreased  hyperresonant  dull ']","[0.2506482005119324, 0.23653644323349, 0.2305503934621811, 0.2166578620672226, 0.06560710817575455]&['Decreased  dull decreased  ', 'Increased  dull bronchial  ', 'Increased  dull decreased', 'Decreased  hyperresonant  decreased  ', 'Decreased  hyperresonant  dull ']","[0.2639802396297455, 0.2480175942182541, 0.24463534355163574, 0.17695292830467224, 0.06641394644975662]&['Increased  dull bronchial  ', 'Increased  dull decreased', 'Decreased  dull decreased  ', 'Decreased  hyperresonant  decreased  ', 'Decreased  hyperresonant  dull ']","[0.29584214091300964, 0.2607308328151703, 0.25808092951774597, 0.13410057127475739, 0.05124559998512268]&['Decreased  dull decreased  ', 'Increased  dull decreased', 'Decreased  hyperresonant  decreased  ', 'Increased  dull bronchial  ', 'Decreased  hyperresonant  dull ']"
