,Original,Below Basic,Basic,Intermediate,Advanced
10,"[0.466656893491745, 0.23081767559051514, 0.10709253698587418, 0.10444459319114685, 0.09026793390512466, 0.0007203081040643156]&['Hypophysial portal system  ', 'Loop of Henle  ', 'Glomerulus  ', 'Bowman capsule  ', 'Anterior pituitary gland  ', 'Supraoptic nucleus']","[0.36786890029907227, 0.24622081220149994, 0.18528074026107788, 0.10247046500444412, 0.09660711139440536, 0.0015520083252340555]&['Loop of Henle  ', 'Glomerulus  ', 'Hypophysial portal system  ', 'Bowman capsule  ', 'Anterior pituitary gland  ', 'Supraoptic nucleus']","[0.3464531898498535, 0.3208964467048645, 0.1921977549791336, 0.0725383386015892, 0.06582757085561752, 0.002086790045723319]&['Loop of Henle  ', 'Hypophysial portal system  ', 'Glomerulus  ', 'Anterior pituitary gland  ', 'Bowman capsule  ', 'Supraoptic nucleus']","[0.34069201350212097, 0.2839857041835785, 0.21115289628505707, 0.09624012559652328, 0.06703127175569534, 0.0008979469421319664]&['Hypophysial portal system  ', 'Loop of Henle  ', 'Glomerulus  ', 'Anterior pituitary gland  ', 'Bowman capsule  ', 'Supraoptic nucleus']","[0.38707104325294495, 0.3128200173377991, 0.1421334147453308, 0.0789959505200386, 0.07733450829982758, 0.001645148848183453]&['Hypophysial portal system  ', 'Loop of Henle  ', 'Glomerulus  ', 'Bowman capsule  ', 'Anterior pituitary gland  ', 'Supraoptic nucleus']"
11,"[0.4200478196144104, 0.3440968990325928, 0.15142329037189484, 0.061154503375291824, 0.02327747270464897]&['Excessive accumulation of glycogen  ', 'Increased synthesis of contractile filaments  ', 'Fibrosis of intraventricular conduction pathways  ', 'Misfolding and aggregation of cytoskeletal proteins  ', 'Myocyte hyperplasia as a result of induction of embryonic genes']","[0.48276087641716003, 0.22117537260055542, 0.2051805555820465, 0.05901940166950226, 0.03186385706067085]&['Fibrosis of intraventricular conduction pathways  ', 'Increased synthesis of contractile filaments  ', 'Excessive accumulation of glycogen  ', 'Misfolding and aggregation of cytoskeletal proteins  ', 'Myocyte hyperplasia as a result of induction of embryonic genes']","[0.48388051986694336, 0.22761811316013336, 0.16883641481399536, 0.06118351221084595, 0.05848139524459839]&['Fibrosis of intraventricular conduction pathways  ', 'Increased synthesis of contractile filaments  ', 'Excessive accumulation of glycogen  ', 'Myocyte hyperplasia as a result of induction of embryonic genes', 'Misfolding and aggregation of cytoskeletal proteins  ']","[0.4022084176540375, 0.3548007011413574, 0.1366601437330246, 0.06467428803443909, 0.04165644198656082]&['Fibrosis of intraventricular conduction pathways  ', 'Increased synthesis of contractile filaments  ', 'Excessive accumulation of glycogen  ', 'Myocyte hyperplasia as a result of induction of embryonic genes', 'Misfolding and aggregation of cytoskeletal proteins  ']","[0.4245804250240326, 0.22853364050388336, 0.1558590829372406, 0.12654000520706177, 0.06448690593242645]&['Fibrosis of intraventricular conduction pathways  ', 'Increased synthesis of contractile filaments  ', 'Excessive accumulation of glycogen  ', 'Misfolding and aggregation of cytoskeletal proteins  ', 'Myocyte hyperplasia as a result of induction of embryonic genes']"
12,"[0.39850887656211853, 0.37040048837661743, 0.11261167377233505, 0.07898644357919693, 0.03949249908328056]&['Magnesium  ', 'Vitamin C  ', 'Vitamin A  ', 'Vitamin B 12 (cobalamin)  ', 'Zinc']","[0.5316042900085449, 0.2452545017004013, 0.08634544163942337, 0.07081945240497589, 0.06597640365362167]&['Magnesium  ', 'Vitamin C  ', 'Vitamin A  ', 'Zinc', 'Vitamin B 12 (cobalamin)  ']","[0.41063016653060913, 0.354057639837265, 0.13958030939102173, 0.052215054631233215, 0.0435168594121933]&['Magnesium  ', 'Vitamin C  ', 'Vitamin A  ', 'Vitamin B 12 (cobalamin)  ', 'Zinc']","[0.420174241065979, 0.3149740993976593, 0.13792859017848969, 0.0815504714846611, 0.04537270963191986]&['Magnesium  ', 'Vitamin C  ', 'Vitamin A  ', 'Vitamin B 12 (cobalamin)  ', 'Zinc']","[0.5038687586784363, 0.2381318360567093, 0.1918727159500122, 0.0433526486158371, 0.02277405932545662]&['Vitamin C  ', 'Vitamin A  ', 'Magnesium  ', 'Vitamin B 12 (cobalamin)  ', 'Zinc']"
13,"[0.2841551601886749, 0.26079148054122925, 0.23531512916088104, 0.20312534272670746, 0.01661289669573307]&['128 -132 ', '120 -140 ', '105 -155 ', '125 -135 ', '129 -131']","[0.38523370027542114, 0.1749764233827591, 0.17337463796138763, 0.13576261699199677, 0.13065265119075775]&['128 -132 ', '120 -140 ', '125 -135 ', '105 -155 ', '129 -131']","[0.23729008436203003, 0.22317688167095184, 0.20764459669589996, 0.17111751437187195, 0.160770982503891]&['125 -135 ', '129 -131', '128 -132 ', '105 -155 ', '120 -140 ']","[0.28374654054641724, 0.2516651749610901, 0.21841947734355927, 0.2117738276720047, 0.03439498320221901]&['125 -135 ', '105 -155 ', '128 -132 ', '120 -140 ', '129 -131']","[0.26741284132003784, 0.2607952356338501, 0.21383903920650482, 0.19140399992465973, 0.06654880195856094]&['105 -155 ', '125 -135 ', '120 -140 ', '128 -132 ', '129 -131']"
14,"[0.3771134912967682, 0.21917912364006042, 0.20407751202583313, 0.181943878531456, 0.01768605224788189]&['Asthma  ', 'Chronic pulmonary fibrosis  ', 'Bronchiectasis  ', 'Cystic fibrosis  ', 'Emphysema']","[0.429839551448822, 0.22730910778045654, 0.17967119812965393, 0.14187589287757874, 0.02130420133471489]&['Chronic pulmonary fibrosis  ', 'Asthma  ', 'Bronchiectasis  ', 'Cystic fibrosis  ', 'Emphysema']","[0.47657185792922974, 0.2545100152492523, 0.13569754362106323, 0.12582927942276, 0.007391304709017277]&['Chronic pulmonary fibrosis  ', 'Bronchiectasis  ', 'Asthma  ', 'Cystic fibrosis  ', 'Emphysema']","[0.3570350408554077, 0.33415302634239197, 0.16687308251857758, 0.12882980704307556, 0.013109073042869568]&['Chronic pulmonary fibrosis  ', 'Bronchiectasis  ', 'Asthma  ', 'Cystic fibrosis  ', 'Emphysema']","[0.4911320209503174, 0.2807528078556061, 0.11586504429578781, 0.10035968571901321, 0.01189036387950182]&['Chronic pulmonary fibrosis  ', 'Bronchiectasis  ', 'Asthma  ', 'Cystic fibrosis  ', 'Emphysema']"
15,"[0.2716946303844452, 0.2429971843957901, 0.23406004905700684, 0.19260026514530182, 0.058647893369197845]&['Greater chance of a Type II error  ', 'Less chance of a Type I error  ', 'Less chance of a Type II error  ', 'Greater chance of a Type I error  ', 'Impossible to predict']","[0.3694183826446533, 0.22502030432224274, 0.20192427933216095, 0.16875238716602325, 0.03488460183143616]&['Less chance of a Type I error  ', 'Greater chance of a Type I error  ', 'Greater chance of a Type II error  ', 'Less chance of a Type II error  ', 'Impossible to predict']","[0.3119046688079834, 0.29863181710243225, 0.25316521525382996, 0.12575575709342957, 0.010542485862970352]&['Less chance of a Type II error  ', 'Less chance of a Type I error  ', 'Greater chance of a Type I error  ', 'Greater chance of a Type II error  ', 'Impossible to predict']","[0.2880586087703705, 0.21508176624774933, 0.19710715115070343, 0.16118472814559937, 0.138567715883255]&['Greater chance of a Type II error  ', 'Less chance of a Type II error  ', 'Impossible to predict', 'Greater chance of a Type I error  ', 'Less chance of a Type I error  ']","[0.2753356993198395, 0.21927310526371002, 0.19831976294517517, 0.1814236044883728, 0.12564776837825775]&['Greater chance of a Type I error  ', 'Less chance of a Type I error  ', 'Impossible to predict', 'Greater chance of a Type II error  ', 'Less chance of a Type II error  ']"
16,"[0.32487574219703674, 0.20698031783103943, 0.1534254550933838, 0.1482168287038803, 0.14559301733970642, 0.020908670499920845]&['Decreased leptin concentration  ', 'Increased fasting insulin concentration  ', 'Increased growth hormone concentration  ', 'Decreased estrone concentration  ', 'Decreased cholesterol excretion  ', 'Increased thyroid -stimulating hormone concentration']","[0.3075883090496063, 0.24652056396007538, 0.16257663071155548, 0.15720178186893463, 0.1192203015089035, 0.006892410572618246]&['Decreased leptin concentration  ', 'Decreased estrone concentration  ', 'Decreased cholesterol excretion  ', 'Increased growth hormone concentration  ', 'Increased fasting insulin concentration  ', 'Increased thyroid -stimulating hormone concentration']","[0.3136759400367737, 0.24077513813972473, 0.18323290348052979, 0.16225002706050873, 0.08908507972955704, 0.010980953462421894]&['Increased growth hormone concentration  ', 'Decreased leptin concentration  ', 'Increased fasting insulin concentration  ', 'Decreased cholesterol excretion  ', 'Decreased estrone concentration  ', 'Increased thyroid -stimulating hormone concentration']","[0.3594144284725189, 0.20115257799625397, 0.18077899515628815, 0.1291593462228775, 0.11649172008037567, 0.013002990745007992]&['Decreased leptin concentration  ', 'Decreased estrone concentration  ', 'Increased growth hormone concentration  ', 'Increased fasting insulin concentration  ', 'Decreased cholesterol excretion  ', 'Increased thyroid -stimulating hormone concentration']","[0.24285903573036194, 0.23551321029663086, 0.2012203335762024, 0.17001192271709442, 0.1393590122461319, 0.011036493815481663]&['Increased growth hormone concentration  ', 'Increased fasting insulin concentration  ', 'Decreased leptin concentration  ', 'Decreased estrone concentration  ', 'Decreased cholesterol excretion  ', 'Increased thyroid -stimulating hormone concentration']"
17,"[0.35754257440567017, 0.32299840450286865, 0.26073065400123596, 0.042757634073495865, 0.01597084105014801]&['Psychotic disorder due to general medical condition  ', 'Delusional disorder  ', 'Brief psychotic disorder  ', 'Bipolar disorder, manic, with psychotic features  ', 'Schizophrenia']","[0.39118558168411255, 0.3060702979564667, 0.2343500405550003, 0.038351383060216904, 0.030042780563235283]&['Delusional disorder  ', 'Brief psychotic disorder  ', 'Psychotic disorder due to general medical condition  ', 'Schizophrenia', 'Bipolar disorder, manic, with psychotic features  ']","[0.355570912361145, 0.31617471575737, 0.2812829613685608, 0.027037298306822777, 0.0199341531842947]&['Delusional disorder  ', 'Brief psychotic disorder  ', 'Psychotic disorder due to general medical condition  ', 'Schizophrenia', 'Bipolar disorder, manic, with psychotic features  ']","[0.34719520807266235, 0.3471173942089081, 0.26611989736557007, 0.023808443918824196, 0.015759147703647614]&['Psychotic disorder due to general medical condition  ', 'Delusional disorder  ', 'Brief psychotic disorder  ', 'Bipolar disorder, manic, with psychotic features  ', 'Schizophrenia']","[0.41181251406669617, 0.34493252635002136, 0.21201638877391815, 0.025247272104024887, 0.005991254933178425]&['Delusional disorder  ', 'Psychotic disorder due to general medical condition  ', 'Brief psychotic disorder  ', 'Bipolar disorder, manic, with psychotic features  ', 'Schizophrenia']"
18,"[0.4340110719203949, 0.31107768416404724, 0.154105544090271, 0.0687418133020401, 0.03206386789679527]&[""Influencing the parents' course of action about what is medically most appropriate"", 'Delaying parental distress until the information is completely disclosed  ', ""Allowing the couple's primary care physician to discuss most of the information with them  "", 'Allowing the parents time to tell other family members  ', 'Disclosing the most important information so that it can be understood as fully as possible  ']","[0.48799771070480347, 0.24173764884471893, 0.12627016007900238, 0.11229348182678223, 0.031701020896434784]&['Allowing the parents time to tell other family members  ', 'Delaying parental distress until the information is completely disclosed  ', ""Allowing the couple's primary care physician to discuss most of the information with them  "", ""Influencing the parents' course of action about what is medically most appropriate"", 'Disclosing the most important information so that it can be understood as fully as possible  ']","[0.46001195907592773, 0.2311435043811798, 0.1725826859474182, 0.11760969460010529, 0.018652116879820824]&[""Influencing the parents' course of action about what is medically most appropriate"", 'Allowing the parents time to tell other family members  ', ""Allowing the couple's primary care physician to discuss most of the information with them  "", 'Delaying parental distress until the information is completely disclosed  ', 'Disclosing the most important information so that it can be understood as fully as possible  ']","[0.4514616131782532, 0.29435744881629944, 0.12349706888198853, 0.11401725560426712, 0.016666650772094727]&[""Influencing the parents' course of action about what is medically most appropriate"", ""Allowing the couple's primary care physician to discuss most of the information with them  "", 'Allowing the parents time to tell other family members  ', 'Delaying parental distress until the information is completely disclosed  ', 'Disclosing the most important information so that it can be understood as fully as possible  ']","[0.4086799621582031, 0.2867449223995209, 0.20989002287387848, 0.07511960715055466, 0.019565559923648834]&['Delaying parental distress until the information is completely disclosed  ', ""Allowing the couple's primary care physician to discuss most of the information with them  "", ""Influencing the parents' course of action about what is medically most appropriate"", 'Allowing the parents time to tell other family members  ', 'Disclosing the most important information so that it can be understood as fully as possible  ']"
19,"[0.2957639694213867, 0.2629975974559784, 0.25901445746421814, 0.09788670390844345, 0.0843372642993927]&['Conversion of testosterone to dihydrotestosterone  ', 'Inhibition of the α 1-adrenergic receptor  ', 'Conversion of testosterone to estradiol  ', 'Activation of the α 1-adrenergic receptor  ', 'Production of prostate -specific antigen']","[0.2974604666233063, 0.24185721576213837, 0.16769365966320038, 0.1537548303604126, 0.1392338126897812]&['Conversion of testosterone to dihydrotestosterone  ', 'Conversion of testosterone to estradiol  ', 'Activation of the α 1-adrenergic receptor  ', 'Production of prostate -specific antigen', 'Inhibition of the α 1-adrenergic receptor  ']","[0.24342972040176392, 0.2185448706150055, 0.19924882054328918, 0.19372493028640747, 0.14505170285701752]&['Conversion of testosterone to dihydrotestosterone  ', 'Inhibition of the α 1-adrenergic receptor  ', 'Production of prostate -specific antigen', 'Conversion of testosterone to estradiol  ', 'Activation of the α 1-adrenergic receptor  ']","[0.36551132798194885, 0.2053106278181076, 0.20489440858364105, 0.12540310621261597, 0.09888044744729996]&['Conversion of testosterone to estradiol  ', 'Activation of the α 1-adrenergic receptor  ', 'Conversion of testosterone to dihydrotestosterone  ', 'Inhibition of the α 1-adrenergic receptor  ', 'Production of prostate -specific antigen']","[0.33667680621147156, 0.2092703878879547, 0.17126242816448212, 0.15924564003944397, 0.12354477494955063]&['Conversion of testosterone to estradiol  ', 'Conversion of testosterone to dihydrotestosterone  ', 'Activation of the α 1-adrenergic receptor  ', 'Inhibition of the α 1-adrenergic receptor  ', 'Production of prostate -specific antigen']"
20,"[0.5558825135231018, 0.1878300905227661, 0.13086552917957306, 0.07300157845020294, 0.052420228719711304]&['Increased  dull bronchial  ', 'Increased  dull decreased', 'Decreased  dull decreased  ', 'Decreased  hyperresonant  decreased  ', 'Decreased  hyperresonant  dull ']","[0.3357892334461212, 0.2669549584388733, 0.14914262294769287, 0.13788242638111115, 0.11023075133562088]&['Decreased  hyperresonant  dull ', 'Increased  dull bronchial  ', 'Decreased  dull decreased  ', 'Decreased  hyperresonant  decreased  ', 'Increased  dull decreased']","[0.3711438775062561, 0.24308006465435028, 0.2162082940340042, 0.1256142407655716, 0.04395347461104393]&['Decreased  hyperresonant  dull ', 'Increased  dull bronchial  ', 'Decreased  hyperresonant  decreased  ', 'Decreased  dull decreased  ', 'Increased  dull decreased']","[0.3892843723297119, 0.27755656838417053, 0.16611041128635406, 0.09330166131258011, 0.07374701648950577]&['Decreased  hyperresonant  dull ', 'Increased  dull bronchial  ', 'Decreased  hyperresonant  decreased  ', 'Decreased  dull decreased  ', 'Increased  dull decreased']","[0.4365638196468353, 0.28700360655784607, 0.18265315890312195, 0.06318002194166183, 0.03059942089021206]&['Decreased  hyperresonant  decreased  ', 'Decreased  hyperresonant  dull ', 'Increased  dull bronchial  ', 'Increased  dull decreased', 'Decreased  dull decreased  ']"
