,Original,Below Basic,Basic,Intermediate,Advanced
10,"[0.8034581542015076, 0.161934956908226, 0.01385949645191431, 0.008740325458347797, 0.007714979816228151, 0.004292136989533901]&['Supraoptic nucleus', 'Hypophysial portal system  ', 'Anterior pituitary gland  ', 'Bowman capsule  ', 'Glomerulus  ', 'Loop of Henle  ']","[0.5656082630157471, 0.2183939814567566, 0.09546574205160141, 0.07883932441473007, 0.024722963571548462, 0.01696969009935856]&['Hypophysial portal system  ', 'Loop of Henle  ', 'Anterior pituitary gland  ', 'Supraoptic nucleus', 'Bowman capsule  ', 'Glomerulus  ']","[0.4427615702152252, 0.24726718664169312, 0.2322186380624771, 0.0633821114897728, 0.009419379755854607, 0.004951088689267635]&['Hypophysial portal system  ', 'Loop of Henle  ', 'Supraoptic nucleus', 'Anterior pituitary gland  ', 'Glomerulus  ', 'Bowman capsule  ']","[0.5039811730384827, 0.20416268706321716, 0.1794244647026062, 0.08134739845991135, 0.018994418904185295, 0.012089899741113186]&['Hypophysial portal system  ', 'Supraoptic nucleus', 'Loop of Henle  ', 'Anterior pituitary gland  ', 'Bowman capsule  ', 'Glomerulus  ']","[0.46451571583747864, 0.2146018147468567, 0.18219000101089478, 0.0793423280119896, 0.030671097338199615, 0.02867904305458069]&['Hypophysial portal system  ', 'Supraoptic nucleus', 'Loop of Henle  ', 'Bowman capsule  ', 'Glomerulus  ', 'Anterior pituitary gland  ']"
11,"[0.5965003371238708, 0.3430929183959961, 0.0266908947378397, 0.026575684547424316, 0.007140154950320721]&['Myocyte hyperplasia as a result of induction of embryonic genes', 'Fibrosis of intraventricular conduction pathways  ', 'Misfolding and aggregation of cytoskeletal proteins  ', 'Increased synthesis of contractile filaments  ', 'Excessive accumulation of glycogen  ']","[0.6593004465103149, 0.18497033417224884, 0.11526798456907272, 0.02288057468831539, 0.01758059859275818]&['Myocyte hyperplasia as a result of induction of embryonic genes', 'Fibrosis of intraventricular conduction pathways  ', 'Misfolding and aggregation of cytoskeletal proteins  ', 'Increased synthesis of contractile filaments  ', 'Excessive accumulation of glycogen  ']","[0.5934149622917175, 0.21818029880523682, 0.132494255900383, 0.04396165907382965, 0.011948805302381516]&['Myocyte hyperplasia as a result of induction of embryonic genes', 'Fibrosis of intraventricular conduction pathways  ', 'Misfolding and aggregation of cytoskeletal proteins  ', 'Increased synthesis of contractile filaments  ', 'Excessive accumulation of glycogen  ']","[0.4309282898902893, 0.2938816547393799, 0.17135955393314362, 0.07758908718824387, 0.026241401210427284]&['Myocyte hyperplasia as a result of induction of embryonic genes', 'Fibrosis of intraventricular conduction pathways  ', 'Misfolding and aggregation of cytoskeletal proteins  ', 'Increased synthesis of contractile filaments  ', 'Excessive accumulation of glycogen  ']","[0.7042465806007385, 0.12639278173446655, 0.0872064009308815, 0.06118878349661827, 0.020965423434972763]&['Myocyte hyperplasia as a result of induction of embryonic genes', 'Fibrosis of intraventricular conduction pathways  ', 'Misfolding and aggregation of cytoskeletal proteins  ', 'Increased synthesis of contractile filaments  ', 'Excessive accumulation of glycogen  ']"
12,"[0.42449355125427246, 0.23743467032909393, 0.1568450629711151, 0.09391636401414871, 0.08731035143136978]&['Zinc', 'Magnesium  ', 'Vitamin B 12 (cobalamin)  ', 'Vitamin C  ', 'Vitamin A  ']","[0.39473074674606323, 0.38868990540504456, 0.09557797014713287, 0.08180095255374908, 0.03920042887330055]&['Magnesium  ', 'Vitamin C  ', 'Vitamin B 12 (cobalamin)  ', 'Zinc', 'Vitamin A  ']","[0.41086331009864807, 0.21965238451957703, 0.15086905658245087, 0.11811578273773193, 0.10049955546855927]&['Vitamin C  ', 'Magnesium  ', 'Vitamin B 12 (cobalamin)  ', 'Vitamin A  ', 'Zinc']","[0.5025413036346436, 0.26672542095184326, 0.12059321999549866, 0.05720191448926926, 0.05293814837932587]&['Vitamin B 12 (cobalamin)  ', 'Vitamin C  ', 'Magnesium  ', 'Vitamin A  ', 'Zinc']","[0.35867318511009216, 0.3131992518901825, 0.12503546476364136, 0.112424835562706, 0.0906672403216362]&['Zinc', 'Vitamin C  ', 'Magnesium  ', 'Vitamin B 12 (cobalamin)  ', 'Vitamin A  ']"
13,"[0.7160307765007019, 0.0997047871351242, 0.08669997751712799, 0.054903093725442886, 0.0426613874733448]&['129 -131', '120 -140 ', '105 -155 ', '125 -135 ', '128 -132 ']","[0.5805475115776062, 0.12582795321941376, 0.11361317336559296, 0.092853844165802, 0.08715756237506866]&['129 -131', '128 -132 ', '120 -140 ', '125 -135 ', '105 -155 ']","[0.23937153816223145, 0.23190101981163025, 0.1971849501132965, 0.17837336659431458, 0.15316908061504364]&['129 -131', '120 -140 ', '105 -155 ', '125 -135 ', '128 -132 ']","[0.2722295820713043, 0.22500114142894745, 0.1854400783777237, 0.1771392822265625, 0.140189990401268]&['129 -131', '120 -140 ', '105 -155 ', '128 -132 ', '125 -135 ']","[0.4627770781517029, 0.15925776958465576, 0.1453399807214737, 0.12923884391784668, 0.10338639467954636]&['129 -131', '105 -155 ', '128 -132 ', '120 -140 ', '125 -135 ']"
14,"[0.3072267770767212, 0.25545361638069153, 0.23974673449993134, 0.1534530073404312, 0.04411989822983742]&['Cystic fibrosis  ', 'Asthma  ', 'Bronchiectasis  ', 'Chronic pulmonary fibrosis  ', 'Emphysema']","[0.5042986869812012, 0.21173003315925598, 0.19523011147975922, 0.07252450287342072, 0.016216639429330826]&['Cystic fibrosis  ', 'Chronic pulmonary fibrosis  ', 'Bronchiectasis  ', 'Asthma  ', 'Emphysema']","[0.28867653012275696, 0.2392789125442505, 0.2320495992898941, 0.21208268404006958, 0.027912268415093422]&['Cystic fibrosis  ', 'Chronic pulmonary fibrosis  ', 'Asthma  ', 'Bronchiectasis  ', 'Emphysema']","[0.3491259515285492, 0.26217177510261536, 0.21850521862506866, 0.128578782081604, 0.04161827266216278]&['Cystic fibrosis  ', 'Bronchiectasis  ', 'Chronic pulmonary fibrosis  ', 'Asthma  ', 'Emphysema']","[0.44530391693115234, 0.24690896272659302, 0.1562507301568985, 0.1430242955684662, 0.008512136526405811]&['Cystic fibrosis  ', 'Asthma  ', 'Chronic pulmonary fibrosis  ', 'Bronchiectasis  ', 'Emphysema']"
15,"[0.7127142548561096, 0.11616341769695282, 0.0757354199886322, 0.051945026963949203, 0.043441902846097946]&['Impossible to predict', 'Greater chance of a Type II error  ', 'Less chance of a Type II error  ', 'Less chance of a Type I error  ', 'Greater chance of a Type I error  ']","[0.9440087080001831, 0.01925029791891575, 0.015088711865246296, 0.013587088324129581, 0.008065175265073776]&['Impossible to predict', 'Greater chance of a Type I error  ', 'Less chance of a Type I error  ', 'Greater chance of a Type II error  ', 'Less chance of a Type II error  ']","[0.7234172224998474, 0.08762902021408081, 0.07833454757928848, 0.07394615560770035, 0.03667300567030907]&['Impossible to predict', 'Less chance of a Type I error  ', 'Greater chance of a Type I error  ', 'Less chance of a Type II error  ', 'Greater chance of a Type II error  ']","[0.8359513282775879, 0.07246290892362595, 0.03415273502469063, 0.03215706720948219, 0.02527594193816185]&['Impossible to predict', 'Greater chance of a Type II error  ', 'Greater chance of a Type I error  ', 'Less chance of a Type I error  ', 'Less chance of a Type II error  ']","[0.7614721059799194, 0.0829477459192276, 0.06317554414272308, 0.04908174276351929, 0.04332283139228821]&['Impossible to predict', 'Less chance of a Type II error  ', 'Greater chance of a Type II error  ', 'Less chance of a Type I error  ', 'Greater chance of a Type I error  ']"
16,"[0.6501581072807312, 0.2450665980577469, 0.06492304056882858, 0.028460633009672165, 0.0057253167033195496, 0.005666243843734264]&['Increased thyroid -stimulating hormone concentration', 'Increased growth hormone concentration  ', 'Increased fasting insulin concentration  ', 'Decreased cholesterol excretion  ', 'Decreased leptin concentration  ', 'Decreased estrone concentration  ']","[0.8148654699325562, 0.08086682856082916, 0.04424643889069557, 0.02681604027748108, 0.020996801555156708, 0.012208467349410057]&['Increased thyroid -stimulating hormone concentration', 'Increased growth hormone concentration  ', 'Decreased cholesterol excretion  ', 'Decreased leptin concentration  ', 'Decreased estrone concentration  ', 'Increased fasting insulin concentration  ']","[0.30404382944107056, 0.2958286702632904, 0.1479712426662445, 0.11871126294136047, 0.10453539341688156, 0.028909575194120407]&['Increased growth hormone concentration  ', 'Increased thyroid -stimulating hormone concentration', 'Decreased cholesterol excretion  ', 'Decreased estrone concentration  ', 'Decreased leptin concentration  ', 'Increased fasting insulin concentration  ']","[0.875192403793335, 0.07000963389873505, 0.032742228358983994, 0.009955169633030891, 0.0075867753475904465, 0.004513757769018412]&['Increased thyroid -stimulating hormone concentration', 'Increased growth hormone concentration  ', 'Decreased cholesterol excretion  ', 'Decreased estrone concentration  ', 'Increased fasting insulin concentration  ', 'Decreased leptin concentration  ']","[0.3353413939476013, 0.3351674973964691, 0.14660385251045227, 0.09249281138181686, 0.05649188533425331, 0.033902525901794434]&['Increased growth hormone concentration  ', 'Increased thyroid -stimulating hormone concentration', 'Decreased cholesterol excretion  ', 'Decreased leptin concentration  ', 'Decreased estrone concentration  ', 'Increased fasting insulin concentration  ']"
17,"[0.34303218126296997, 0.2560834288597107, 0.2267397940158844, 0.10066428780555725, 0.07348029315471649]&['Delusional disorder  ', 'Schizophrenia', 'Brief psychotic disorder  ', 'Bipolar disorder, manic, with psychotic features  ', 'Psychotic disorder due to general medical condition  ']","[0.6573489308357239, 0.1271779090166092, 0.0949084609746933, 0.07419442385435104, 0.0463702455163002]&['Delusional disorder  ', 'Brief psychotic disorder  ', 'Schizophrenia', 'Psychotic disorder due to general medical condition  ', 'Bipolar disorder, manic, with psychotic features  ']","[0.6681250929832458, 0.14198774099349976, 0.07665342092514038, 0.06148221716284752, 0.05175154283642769]&['Delusional disorder  ', 'Schizophrenia', 'Bipolar disorder, manic, with psychotic features  ', 'Brief psychotic disorder  ', 'Psychotic disorder due to general medical condition  ']","[0.6632033586502075, 0.1305840164422989, 0.07412983477115631, 0.07143332064151764, 0.06064949557185173]&['Delusional disorder  ', 'Schizophrenia', 'Brief psychotic disorder  ', 'Psychotic disorder due to general medical condition  ', 'Bipolar disorder, manic, with psychotic features  ']","[0.6648313999176025, 0.13785599172115326, 0.08305389434099197, 0.06089397519826889, 0.053364675492048264]&['Delusional disorder  ', 'Brief psychotic disorder  ', 'Psychotic disorder due to general medical condition  ', 'Schizophrenia', 'Bipolar disorder, manic, with psychotic features  ']"
18,"[0.4190817177295685, 0.2148566097021103, 0.21359483897686005, 0.10136178135871887, 0.051105041056871414]&['Delaying parental distress until the information is completely disclosed  ', 'Allowing the parents time to tell other family members  ', ""Allowing the couple's primary care physician to discuss most of the information with them  "", ""Influencing the parents' course of action about what is medically most appropriate"", 'Disclosing the most important information so that it can be understood as fully as possible  ']","[0.7581932544708252, 0.17982429265975952, 0.05078832805156708, 0.007903066463768482, 0.0032910690642893314]&[""Influencing the parents' course of action about what is medically most appropriate"", ""Allowing the couple's primary care physician to discuss most of the information with them  "", 'Allowing the parents time to tell other family members  ', 'Delaying parental distress until the information is completely disclosed  ', 'Disclosing the most important information so that it can be understood as fully as possible  ']","[0.8402740359306335, 0.07852211594581604, 0.0426621176302433, 0.027993539348244667, 0.010548179969191551]&[""Influencing the parents' course of action about what is medically most appropriate"", ""Allowing the couple's primary care physician to discuss most of the information with them  "", 'Allowing the parents time to tell other family members  ', 'Disclosing the most important information so that it can be understood as fully as possible  ', 'Delaying parental distress until the information is completely disclosed  ']","[0.8413769602775574, 0.07628181576728821, 0.039623286575078964, 0.03286407142877579, 0.00985390692949295]&[""Influencing the parents' course of action about what is medically most appropriate"", ""Allowing the couple's primary care physician to discuss most of the information with them  "", 'Disclosing the most important information so that it can be understood as fully as possible  ', 'Allowing the parents time to tell other family members  ', 'Delaying parental distress until the information is completely disclosed  ']","[0.6471244692802429, 0.12974515557289124, 0.0899093970656395, 0.07934847474098206, 0.05387250334024429]&[""Influencing the parents' course of action about what is medically most appropriate"", 'Disclosing the most important information so that it can be understood as fully as possible  ', 'Delaying parental distress until the information is completely disclosed  ', 'Allowing the parents time to tell other family members  ', ""Allowing the couple's primary care physician to discuss most of the information with them  ""]"
19,"[0.5981894731521606, 0.21382921934127808, 0.0957256406545639, 0.05988076701760292, 0.03237488865852356]&['Production of prostate -specific antigen', 'Conversion of testosterone to dihydrotestosterone  ', 'Conversion of testosterone to estradiol  ', 'Inhibition of the α 1-adrenergic receptor  ', 'Activation of the α 1-adrenergic receptor  ']","[0.35583624243736267, 0.16342508792877197, 0.16329023241996765, 0.15901733934879303, 0.1584310233592987]&['Conversion of testosterone to dihydrotestosterone  ', 'Conversion of testosterone to estradiol  ', 'Activation of the α 1-adrenergic receptor  ', 'Inhibition of the α 1-adrenergic receptor  ', 'Production of prostate -specific antigen']","[0.35998183488845825, 0.25876012444496155, 0.2064233273267746, 0.09766709059476852, 0.07716770470142365]&['Conversion of testosterone to dihydrotestosterone  ', 'Inhibition of the α 1-adrenergic receptor  ', 'Conversion of testosterone to estradiol  ', 'Activation of the α 1-adrenergic receptor  ', 'Production of prostate -specific antigen']","[0.2833549678325653, 0.28303414583206177, 0.20640107989311218, 0.11876426637172699, 0.10844562947750092]&['Activation of the α 1-adrenergic receptor  ', 'Conversion of testosterone to dihydrotestosterone  ', 'Inhibition of the α 1-adrenergic receptor  ', 'Conversion of testosterone to estradiol  ', 'Production of prostate -specific antigen']","[0.44886651635169983, 0.16988502442836761, 0.15806160867214203, 0.13858063519001007, 0.08460625261068344]&['Conversion of testosterone to dihydrotestosterone  ', 'Activation of the α 1-adrenergic receptor  ', 'Conversion of testosterone to estradiol  ', 'Production of prostate -specific antigen', 'Inhibition of the α 1-adrenergic receptor  ']"
20,"[0.9071618318557739, 0.05547970533370972, 0.019096756353974342, 0.013158743269741535, 0.005102967843413353]&['Increased  dull decreased', 'Decreased  hyperresonant  dull ', 'Decreased  dull decreased  ', 'Increased  dull bronchial  ', 'Decreased  hyperresonant  decreased  ']","[0.8715132474899292, 0.07945703715085983, 0.021838415414094925, 0.014541573822498322, 0.012649746611714363]&['Increased  dull decreased', 'Increased  dull bronchial  ', 'Decreased  hyperresonant  decreased  ', 'Decreased  dull decreased  ', 'Decreased  hyperresonant  dull ']","[0.7973880767822266, 0.10466951876878738, 0.04146524891257286, 0.034386709332466125, 0.0220904890447855]&['Increased  dull decreased', 'Increased  dull bronchial  ', 'Decreased  hyperresonant  decreased  ', 'Decreased  dull decreased  ', 'Decreased  hyperresonant  dull ']","[0.876034677028656, 0.04454952850937843, 0.03968311846256256, 0.03175954520702362, 0.00797315314412117]&['Increased  dull decreased', 'Increased  dull bronchial  ', 'Decreased  dull decreased  ', 'Decreased  hyperresonant  decreased  ', 'Decreased  hyperresonant  dull ']","[0.8598881959915161, 0.05400874838232994, 0.05306383594870567, 0.022422121837735176, 0.01061710249632597]&['Increased  dull decreased', 'Decreased  dull decreased  ', 'Increased  dull bronchial  ', 'Decreased  hyperresonant  decreased  ', 'Decreased  hyperresonant  dull ']"
