,Original,Below Basic,Basic,Intermediate,Advanced
16,"[0.7073423862457275, 0.10880585759878159, 0.06992453336715698, 0.06648240238428116, 0.04153330624103546, 0.005911503918468952]&['Increased fasting insulin concentration  ', 'Decreased estrone concentration  ', 'Decreased cholesterol excretion  ', 'Increased thyroid -stimulating hormone concentration', 'Decreased leptin concentration  ', 'Increased growth hormone concentration  ']","[0.8264744281768799, 0.07530590891838074, 0.041241493076086044, 0.026369625702500343, 0.02326592616736889, 0.007342627737671137]&['Increased fasting insulin concentration  ', 'Increased thyroid -stimulating hormone concentration', 'Decreased cholesterol excretion  ', 'Decreased estrone concentration  ', 'Decreased leptin concentration  ', 'Increased growth hormone concentration  ']","[0.9187834858894348, 0.022666895762085915, 0.02183469943702221, 0.02092565968632698, 0.009284494444727898, 0.006504769902676344]&['Increased fasting insulin concentration  ', 'Increased thyroid -stimulating hormone concentration', 'Decreased estrone concentration  ', 'Decreased cholesterol excretion  ', 'Increased growth hormone concentration  ', 'Decreased leptin concentration  ']","[0.8017463088035583, 0.0684242770075798, 0.054289840161800385, 0.04143648222088814, 0.023316113278269768, 0.010786928236484528]&['Increased fasting insulin concentration  ', 'Decreased leptin concentration  ', 'Increased thyroid -stimulating hormone concentration', 'Decreased estrone concentration  ', 'Decreased cholesterol excretion  ', 'Increased growth hormone concentration  ']","[0.6897903084754944, 0.10170954465866089, 0.06137321889400482, 0.053297050297260284, 0.05074158310890198, 0.04308830574154854]&['Increased fasting insulin concentration  ', 'Decreased cholesterol excretion  ', 'Decreased estrone concentration  ', 'Decreased leptin concentration  ', 'Increased thyroid -stimulating hormone concentration', 'Increased growth hormone concentration  ']"
17,"[0.7584812045097351, 0.13284747302532196, 0.07807988673448563, 0.017607485875487328, 0.012983912602066994]&['Schizophrenia', 'Bipolar disorder, manic, with psychotic features  ', 'Psychotic disorder due to general medical condition  ', 'Delusional disorder  ', 'Brief psychotic disorder  ']","[0.8796877861022949, 0.058748431503772736, 0.029495762661099434, 0.01644304022192955, 0.01562499813735485]&['Schizophrenia', 'Bipolar disorder, manic, with psychotic features  ', 'Delusional disorder  ', 'Psychotic disorder due to general medical condition  ', 'Brief psychotic disorder  ']","[0.8128815293312073, 0.1337464153766632, 0.020304495468735695, 0.018738972023129463, 0.014328636229038239]&['Schizophrenia', 'Bipolar disorder, manic, with psychotic features  ', 'Brief psychotic disorder  ', 'Delusional disorder  ', 'Psychotic disorder due to general medical condition  ']","[0.8884649872779846, 0.07733627408742905, 0.012701055034995079, 0.01249256357550621, 0.009005099534988403]&['Schizophrenia', 'Bipolar disorder, manic, with psychotic features  ', 'Delusional disorder  ', 'Psychotic disorder due to general medical condition  ', 'Brief psychotic disorder  ']","[0.871280312538147, 0.04992605745792389, 0.032734643667936325, 0.026920106261968613, 0.019138896837830544]&['Schizophrenia', 'Bipolar disorder, manic, with psychotic features  ', 'Brief psychotic disorder  ', 'Delusional disorder  ', 'Psychotic disorder due to general medical condition  ']"
18,"[0.5855151414871216, 0.3034723401069641, 0.0505080483853817, 0.034426286816596985, 0.026078203693032265]&[""Influencing the parents' course of action about what is medically most appropriate"", 'Disclosing the most important information so that it can be understood as fully as possible  ', 'Delaying parental distress until the information is completely disclosed  ', ""Allowing the couple's primary care physician to discuss most of the information with them  "", 'Allowing the parents time to tell other family members  ']","[0.731816828250885, 0.1898169368505478, 0.06082799285650253, 0.011912780813872814, 0.005625373218208551]&['Disclosing the most important information so that it can be understood as fully as possible  ', 'Delaying parental distress until the information is completely disclosed  ', 'Allowing the parents time to tell other family members  ', ""Allowing the couple's primary care physician to discuss most of the information with them  "", ""Influencing the parents' course of action about what is medically most appropriate""]","[0.5821582674980164, 0.22144532203674316, 0.11289990693330765, 0.04176722839474678, 0.041729267686605453]&['Delaying parental distress until the information is completely disclosed  ', 'Allowing the parents time to tell other family members  ', 'Disclosing the most important information so that it can be understood as fully as possible  ', ""Influencing the parents' course of action about what is medically most appropriate"", ""Allowing the couple's primary care physician to discuss most of the information with them  ""]","[0.9453920125961304, 0.02487240545451641, 0.02422940358519554, 0.004794796463102102, 0.0007112938328646123]&['Delaying parental distress until the information is completely disclosed  ', 'Disclosing the most important information so that it can be understood as fully as possible  ', ""Influencing the parents' course of action about what is medically most appropriate"", 'Allowing the parents time to tell other family members  ', ""Allowing the couple's primary care physician to discuss most of the information with them  ""]","[0.5550437569618225, 0.24959298968315125, 0.1279485821723938, 0.04834030568599701, 0.019074294716119766]&[""Influencing the parents' course of action about what is medically most appropriate"", 'Disclosing the most important information so that it can be understood as fully as possible  ', 'Delaying parental distress until the information is completely disclosed  ', 'Allowing the parents time to tell other family members  ', ""Allowing the couple's primary care physician to discuss most of the information with them  ""]"
19,"[0.7539566159248352, 0.15901680290699005, 0.03997018188238144, 0.03081420250236988, 0.01624215580523014]&['Conversion of testosterone to dihydrotestosterone  ', 'Activation of the α 1-adrenergic receptor  ', 'Conversion of testosterone to estradiol  ', 'Inhibition of the α 1-adrenergic receptor  ', 'Production of prostate -specific antigen']","[0.41960906982421875, 0.3564867377281189, 0.09738204628229141, 0.07121726870536804, 0.055304866284132004]&['Activation of the α 1-adrenergic receptor  ', 'Inhibition of the α 1-adrenergic receptor  ', 'Conversion of testosterone to dihydrotestosterone  ', 'Conversion of testosterone to estradiol  ', 'Production of prostate -specific antigen']","[0.40278521180152893, 0.23198336362838745, 0.12562717497348785, 0.12104836106300354, 0.1185559555888176]&['Activation of the α 1-adrenergic receptor  ', 'Conversion of testosterone to dihydrotestosterone  ', 'Inhibition of the α 1-adrenergic receptor  ', 'Production of prostate -specific antigen', 'Conversion of testosterone to estradiol  ']","[0.6725069284439087, 0.13540999591350555, 0.08699316531419754, 0.057610172778367996, 0.047479718923568726]&['Production of prostate -specific antigen', 'Activation of the α 1-adrenergic receptor  ', 'Conversion of testosterone to estradiol  ', 'Inhibition of the α 1-adrenergic receptor  ', 'Conversion of testosterone to dihydrotestosterone  ']","[0.6673808693885803, 0.11617803573608398, 0.08889517933130264, 0.08461140096187592, 0.04293447732925415]&['Production of prostate -specific antigen', 'Activation of the α 1-adrenergic receptor  ', 'Conversion of testosterone to dihydrotestosterone  ', 'Conversion of testosterone to estradiol  ', 'Inhibition of the α 1-adrenergic receptor  ']"
20,"[0.7224389910697937, 0.11311741918325424, 0.09822490811347961, 0.060789693146944046, 0.0054290443658828735]&['Decreased  hyperresonant  decreased  ', 'Decreased  dull decreased  ', 'Decreased  hyperresonant  dull ', 'Increased  dull decreased', 'Increased  dull bronchial  ']","[0.4873517155647278, 0.21134960651397705, 0.18425729870796204, 0.10906028002500534, 0.007981153205037117]&['Decreased  dull decreased  ', 'Decreased  hyperresonant  dull ', 'Decreased  hyperresonant  decreased  ', 'Increased  dull decreased', 'Increased  dull bronchial  ']","[0.7111666202545166, 0.21678465604782104, 0.03441271930932999, 0.02755928784608841, 0.010076743550598621]&['Decreased  dull decreased  ', 'Increased  dull decreased', 'Decreased  hyperresonant  dull ', 'Decreased  hyperresonant  decreased  ', 'Increased  dull bronchial  ']","[0.7827374935150146, 0.10631008446216583, 0.08247239887714386, 0.022890636697411537, 0.00558931939303875]&['Decreased  dull decreased  ', 'Increased  dull decreased', 'Decreased  hyperresonant  decreased  ', 'Decreased  hyperresonant  dull ', 'Increased  dull bronchial  ']","[0.9277471899986267, 0.024398906156420708, 0.02282640151679516, 0.015182290226221085, 0.009845158085227013]&['Decreased  dull decreased  ', 'Increased  dull decreased', 'Decreased  hyperresonant  decreased  ', 'Decreased  hyperresonant  dull ', 'Increased  dull bronchial  ']"
21,"[0.7085444331169128, 0.16261161863803864, 0.07872969657182693, 0.028393659740686417, 0.021720631048083305]&['Tumor suppressor gene', 'DNA mismatch repair gene  ', 'Proto -oncogene  ', 'Metastasis suppressor gene  ', 'Cell cycle regulation gene  ']","[0.40851524472236633, 0.3065897226333618, 0.13183057308197021, 0.12827637791633606, 0.024788083508610725]&['Tumor suppressor gene', 'Proto -oncogene  ', 'DNA mismatch repair gene  ', 'Cell cycle regulation gene  ', 'Metastasis suppressor gene  ']","[0.31844446063041687, 0.247837632894516, 0.2381768375635147, 0.17381274700164795, 0.02172834984958172]&['Tumor suppressor gene', 'Cell cycle regulation gene  ', 'Proto -oncogene  ', 'DNA mismatch repair gene  ', 'Metastasis suppressor gene  ']","[0.39212676882743835, 0.265959233045578, 0.17519880831241608, 0.15749084949493408, 0.009224285371601582]&['DNA mismatch repair gene  ', 'Tumor suppressor gene', 'Proto -oncogene  ', 'Cell cycle regulation gene  ', 'Metastasis suppressor gene  ']","[0.5918651223182678, 0.18562810122966766, 0.143990620970726, 0.0666268840432167, 0.01188934687525034]&['Tumor suppressor gene', 'Proto -oncogene  ', 'DNA mismatch repair gene  ', 'Cell cycle regulation gene  ', 'Metastasis suppressor gene  ']"
22,"[0.37882134318351746, 0.2337636500597, 0.21624603867530823, 0.09105690568685532, 0.04872334375977516, 0.03138872981071472]&['Dissection of the aorta extending into the left carotid artery and distal aortic arch  ', 'Dissection of the proximal aorta extending into the right subclavian artery  ', 'Dissection of the aorta extending into the left carotid artery  ', 'Dissection of the aorta distal to the left subclavian artery  ', 'Thrombus of the left carotid artery', 'Superior sulcus tumor  ']","[0.5055983066558838, 0.12769871950149536, 0.11992718279361725, 0.1188729926943779, 0.11105290055274963, 0.016849897801876068]&['Thrombus of the left carotid artery', 'Dissection of the aorta extending into the left carotid artery  ', 'Dissection of the proximal aorta extending into the right subclavian artery  ', 'Dissection of the aorta distal to the left subclavian artery  ', 'Dissection of the aorta extending into the left carotid artery and distal aortic arch  ', 'Superior sulcus tumor  ']","[0.5147907733917236, 0.17156918346881866, 0.12103284150362015, 0.09933438897132874, 0.07235192507505417, 0.020920973271131516]&['Thrombus of the left carotid artery', 'Dissection of the proximal aorta extending into the right subclavian artery  ', 'Dissection of the aorta distal to the left subclavian artery  ', 'Dissection of the aorta extending into the left carotid artery and distal aortic arch  ', 'Dissection of the aorta extending into the left carotid artery  ', 'Superior sulcus tumor  ']","[0.8445372581481934, 0.04295627400279045, 0.03805109113454819, 0.037630993872880936, 0.03481754660606384, 0.002006843453273177]&['Thrombus of the left carotid artery', 'Dissection of the aorta extending into the left carotid artery and distal aortic arch  ', 'Dissection of the aorta extending into the left carotid artery  ', 'Dissection of the aorta distal to the left subclavian artery  ', 'Dissection of the proximal aorta extending into the right subclavian artery  ', 'Superior sulcus tumor  ']","[0.6324485540390015, 0.0998440682888031, 0.09763011336326599, 0.08375468850135803, 0.08314471691846848, 0.003177816513925791]&['Thrombus of the left carotid artery', 'Dissection of the aorta extending into the left carotid artery and distal aortic arch  ', 'Dissection of the aorta extending into the left carotid artery  ', 'Dissection of the aorta distal to the left subclavian artery  ', 'Dissection of the proximal aorta extending into the right subclavian artery  ', 'Superior sulcus tumor  ']"
23,"[0.5502966046333313, 0.15427535772323608, 0.13641399145126343, 0.1227770671248436, 0.03623691573739052]&['Factor V Leiden mutation  ', 'Protein C deficiency  ', 'Antithrombin III deficiency  ', 'von Willebrand disease', 'Glanzmann thrombasthenia  ']","[0.48967334628105164, 0.24698826670646667, 0.15187673270702362, 0.05849478393793106, 0.05296692997217178]&['Factor V Leiden mutation  ', 'Glanzmann thrombasthenia  ', 'von Willebrand disease', 'Antithrombin III deficiency  ', 'Protein C deficiency  ']","[0.4880099296569824, 0.2872732877731323, 0.10811861604452133, 0.06813777983188629, 0.04846036806702614]&['Factor V Leiden mutation  ', 'von Willebrand disease', 'Glanzmann thrombasthenia  ', 'Protein C deficiency  ', 'Antithrombin III deficiency  ']","[0.33386120200157166, 0.22145648300647736, 0.21685613691806793, 0.19144536554813385, 0.03638078272342682]&['Factor V Leiden mutation  ', 'Protein C deficiency  ', 'Antithrombin III deficiency  ', 'von Willebrand disease', 'Glanzmann thrombasthenia  ']","[0.2921198010444641, 0.27567145228385925, 0.21736080944538116, 0.18427233397960663, 0.030575694516301155]&['Factor V Leiden mutation  ', 'Protein C deficiency  ', 'Antithrombin III deficiency  ', 'von Willebrand disease', 'Glanzmann thrombasthenia  ']"
24,"[0.4832208752632141, 0.3593791425228119, 0.11700146645307541, 0.02751990221440792, 0.012878590263426304]&['Family illness  ', 'Unintended weight loss', 'Trauma  ', 'Recent travel  ', 'Diet  ']","[0.45160433650016785, 0.2972378730773926, 0.16420580446720123, 0.08550934493541718, 0.001442657201550901]&['Diet  ', 'Family illness  ', 'Trauma  ', 'Unintended weight loss', 'Recent travel  ']","[0.9040021896362305, 0.0693959891796112, 0.021823551505804062, 0.004631464835256338, 0.00014679352170787752]&['Diet  ', 'Trauma  ', 'Family illness  ', 'Unintended weight loss', 'Recent travel  ']","[0.37298253178596497, 0.3200809955596924, 0.15462332963943481, 0.14717407524585724, 0.005139050539582968]&['Unintended weight loss', 'Diet  ', 'Family illness  ', 'Trauma  ', 'Recent travel  ']","[0.8991246819496155, 0.05108265578746796, 0.03862721845507622, 0.011057010851800442, 0.00010842137999134138]&['Diet  ', 'Family illness  ', 'Trauma  ', 'Unintended weight loss', 'Recent travel  ']"
25,"[0.6574658155441284, 0.1723678559064865, 0.08790557831525803, 0.04133066534996033, 0.04093003273010254]&['Rhabdomyosarcoma  ', 'Neuroblastoma  ', 'Thyroid cancer', 'Retinoblastoma  ', 'Pheochromocytoma  ']","[0.529767632484436, 0.19705641269683838, 0.11612167954444885, 0.08521914482116699, 0.07183511555194855]&['Rhabdomyosarcoma  ', 'Thyroid cancer', 'Neuroblastoma  ', 'Retinoblastoma  ', 'Pheochromocytoma  ']","[0.4405624568462372, 0.2897689938545227, 0.1297256052494049, 0.10891997814178467, 0.03102298267185688]&['Rhabdomyosarcoma  ', 'Neuroblastoma  ', 'Thyroid cancer', 'Pheochromocytoma  ', 'Retinoblastoma  ']","[0.34611791372299194, 0.32167157530784607, 0.22487691044807434, 0.07180047780275345, 0.03553317114710808]&['Rhabdomyosarcoma  ', 'Thyroid cancer', 'Neuroblastoma  ', 'Pheochromocytoma  ', 'Retinoblastoma  ']","[0.3007652759552002, 0.29126694798469543, 0.2051987200975418, 0.17092423141002655, 0.03184475377202034]&['Rhabdomyosarcoma  ', 'Thyroid cancer', 'Neuroblastoma  ', 'Pheochromocytoma  ', 'Retinoblastoma  ']"
26,"[0.5187177062034607, 0.41291671991348267, 0.04508890584111214, 0.018388502299785614, 0.004888208582997322]&['Overload of unconjugated bilirubin', 'Decreased hepatic secretion of lecithin  ', 'Decreased reabsorption of bile salts  ', 'Infestation with parasites secreting β -glucuronidase  ', 'High ratio of cholesterol to bile acids in bile  ']","[0.3617813289165497, 0.3278754949569702, 0.11115437000989914, 0.10395725816488266, 0.0952315405011177]&['Overload of unconjugated bilirubin', 'Decreased hepatic secretion of lecithin  ', 'High ratio of cholesterol to bile acids in bile  ', 'Infestation with parasites secreting β -glucuronidase  ', 'Decreased reabsorption of bile salts  ']","[0.26389703154563904, 0.2411077618598938, 0.20411157608032227, 0.16547097265720367, 0.12541262805461884]&['Decreased hepatic secretion of lecithin  ', 'Overload of unconjugated bilirubin', 'Decreased reabsorption of bile salts  ', 'Infestation with parasites secreting β -glucuronidase  ', 'High ratio of cholesterol to bile acids in bile  ']","[0.6315763592720032, 0.291421502828598, 0.0511586032807827, 0.018374741077423096, 0.007468789350241423]&['Decreased hepatic secretion of lecithin  ', 'Overload of unconjugated bilirubin', 'High ratio of cholesterol to bile acids in bile  ', 'Infestation with parasites secreting β -glucuronidase  ', 'Decreased reabsorption of bile salts  ']","[0.42574408650398254, 0.42176318168640137, 0.06993183493614197, 0.04162905737757683, 0.04093180596828461]&['Decreased hepatic secretion of lecithin  ', 'Overload of unconjugated bilirubin', 'High ratio of cholesterol to bile acids in bile  ', 'Infestation with parasites secreting β -glucuronidase  ', 'Decreased reabsorption of bile salts  ']"
27,"[0.4931219816207886, 0.18629512190818787, 0.11504654586315155, 0.10630304366350174, 0.09923332184553146]&['<7500/mm3 ', '6500 –8500/mm3 ', '5500 –9500/mm3 ', '>9500/mm3', '<6500/mm3 or >8500/mm3 ']","[0.4287395775318146, 0.409333199262619, 0.07651565968990326, 0.050418198108673096, 0.03499342128634453]&['5500 –9500/mm3 ', '6500 –8500/mm3 ', '<6500/mm3 or >8500/mm3 ', '>9500/mm3', '<7500/mm3 ']","[0.39940986037254333, 0.345112681388855, 0.10142844170331955, 0.09162665903568268, 0.06242234632372856]&['5500 –9500/mm3 ', '6500 –8500/mm3 ', '<7500/mm3 ', '<6500/mm3 or >8500/mm3 ', '>9500/mm3']","[0.6086671352386475, 0.14009138941764832, 0.12289978563785553, 0.06464081257581711, 0.06370092928409576]&['>9500/mm3', '<6500/mm3 or >8500/mm3 ', '5500 –9500/mm3 ', '<7500/mm3 ', '6500 –8500/mm3 ']","[0.3932214379310608, 0.29844528436660767, 0.14835618436336517, 0.1033005565404892, 0.056676559150218964]&['6500 –8500/mm3 ', '5500 –9500/mm3 ', '<7500/mm3 ', '<6500/mm3 or >8500/mm3 ', '>9500/mm3']"
28,"[0.8771834969520569, 0.06571396440267563, 0.026920685544610023, 0.021438146010041237, 0.00874356646090746]&['Calcitriol production by activated macrophages  ', 'Parathyroid hormone -related peptide secretion  ', 'Local resorption of bone by metastases  ', 'Secretion of thyroid -stimulating hormone', 'Secretion of parathyroid hormone  ']","[0.3908974230289459, 0.3411547541618347, 0.19330856204032898, 0.05172610655426979, 0.022913191467523575]&['Secretion of parathyroid hormone  ', 'Calcitriol production by activated macrophages  ', 'Parathyroid hormone -related peptide secretion  ', 'Local resorption of bone by metastases  ', 'Secretion of thyroid -stimulating hormone']","[0.805639922618866, 0.12647418677806854, 0.05422357842326164, 0.010007449425756931, 0.0036549060605466366]&['Secretion of parathyroid hormone  ', 'Calcitriol production by activated macrophages  ', 'Parathyroid hormone -related peptide secretion  ', 'Secretion of thyroid -stimulating hormone', 'Local resorption of bone by metastases  ']","[0.7521700263023376, 0.10558435320854187, 0.0897722914814949, 0.044639088213443756, 0.007834246382117271]&['Calcitriol production by activated macrophages  ', 'Secretion of parathyroid hormone  ', 'Parathyroid hormone -related peptide secretion  ', 'Secretion of thyroid -stimulating hormone', 'Local resorption of bone by metastases  ']","[0.7200659513473511, 0.1748325377702713, 0.07490670680999756, 0.023798661306500435, 0.006396095268428326]&['Secretion of parathyroid hormone  ', 'Calcitriol production by activated macrophages  ', 'Parathyroid hormone -related peptide secretion  ', 'Secretion of thyroid -stimulating hormone', 'Local resorption of bone by metastases  ']"
29,"[0.44157126545906067, 0.19455371797084808, 0.15661299228668213, 0.12283916771411896, 0.08442287147045135]&['T5', 'T3  ', 'T1  ', 'C7  ', 'C5  ']","[0.3266794979572296, 0.2993083894252777, 0.21141096949577332, 0.089128278195858, 0.07347282767295837]&['T1  ', 'C7  ', 'T3  ', 'C5  ', 'T5']","[0.45941174030303955, 0.2675418257713318, 0.176498144865036, 0.08068384230136871, 0.015864431858062744]&['T1  ', 'C7  ', 'T3  ', 'C5  ', 'T5']","[0.3378632366657257, 0.30201661586761475, 0.20489174127578735, 0.1452222764492035, 0.010006114840507507]&['C7  ', 'T1  ', 'T3  ', 'C5  ', 'T5']","[0.5226975679397583, 0.16540881991386414, 0.16022975742816925, 0.1399666965007782, 0.011697177775204182]&['C7  ', 'T1  ', 'T3  ', 'C5  ', 'T5']"
30,"[0.7673469185829163, 0.08887197822332382, 0.059710435569286346, 0.05369002744555473, 0.03038070909678936]&['Lipoprotein lipase activity', 'HMG -CoA reductase activity  ', 'LDL receptor  ', 'Apo C  ', 'Apo B48  ']","[0.5965233445167542, 0.2201438993215561, 0.12472967058420181, 0.034800685942173004, 0.023802397772669792]&['Lipoprotein lipase activity', 'LDL receptor  ', 'Apo C  ', 'Apo B48  ', 'HMG -CoA reductase activity  ']","[0.5536229610443115, 0.2418578714132309, 0.10340582579374313, 0.08701309561729431, 0.014100201427936554]&['Lipoprotein lipase activity', 'Apo C  ', 'LDL receptor  ', 'Apo B48  ', 'HMG -CoA reductase activity  ']","[0.49671515822410583, 0.1953272521495819, 0.1830534040927887, 0.06960020214319229, 0.055304042994976044]&['Apo C  ', 'LDL receptor  ', 'Apo B48  ', 'HMG -CoA reductase activity  ', 'Lipoprotein lipase activity']","[0.47724449634552, 0.2713180184364319, 0.1719084084033966, 0.040657948702573776, 0.03887111693620682]&['Apo C  ', 'Apo B48  ', 'Lipoprotein lipase activity', 'HMG -CoA reductase activity  ', 'LDL receptor  ']"
31,"[0.47498878836631775, 0.16583947837352753, 0.15476267039775848, 0.1310523897409439, 0.07335665076971054]&['Stretched aortic anulus', 'Papillary muscle rupture  ', 'Mitral stenosis  ', 'Perforated tricuspid valve  ', 'Atrial septal defect  ']","[0.7771694660186768, 0.07618994265794754, 0.06308773905038834, 0.04951074346899986, 0.034042079001665115]&['Stretched aortic anulus', 'Atrial septal defect  ', 'Perforated tricuspid valve  ', 'Papillary muscle rupture  ', 'Mitral stenosis  ']","[0.3663215637207031, 0.28297144174575806, 0.16945387423038483, 0.09718596935272217, 0.08406722545623779]&['Stretched aortic anulus', 'Atrial septal defect  ', 'Perforated tricuspid valve  ', 'Papillary muscle rupture  ', 'Mitral stenosis  ']","[0.7473799586296082, 0.1040443703532219, 0.08259610086679459, 0.03843138366937637, 0.02754814736545086]&['Stretched aortic anulus', 'Atrial septal defect  ', 'Mitral stenosis  ', 'Papillary muscle rupture  ', 'Perforated tricuspid valve  ']","[0.4202724099159241, 0.25838279724121094, 0.2294521927833557, 0.04740770161151886, 0.04448492079973221]&['Stretched aortic anulus', 'Mitral stenosis  ', 'Papillary muscle rupture  ', 'Atrial septal defect  ', 'Perforated tricuspid valve  ']"
32,"[0.7890768647193909, 0.08742241561412811, 0.061621490865945816, 0.05731681361794472, 0.0032475360203534365, 0.0013148372527211905]&['Right nucleus of the abducens nerve', 'Left nucleus of the abducens nerve  ', 'Left abducens nerve  ', 'Right abducens nerve  ', 'Right medial longitudinal fasciculus  ', 'Left medial longitudinal fasciculus  ']","[0.3182002007961273, 0.2820592224597931, 0.22599241137504578, 0.12421973794698715, 0.031076794490218163, 0.01845158450305462]&['Left nucleus of the abducens nerve  ', 'Right nucleus of the abducens nerve', 'Left abducens nerve  ', 'Right abducens nerve  ', 'Right medial longitudinal fasciculus  ', 'Left medial longitudinal fasciculus  ']","[0.4426135718822479, 0.24282163381576538, 0.21190166473388672, 0.07266998291015625, 0.017469484359025955, 0.012523729354143143]&['Left nucleus of the abducens nerve  ', 'Right abducens nerve  ', 'Left abducens nerve  ', 'Right nucleus of the abducens nerve', 'Right medial longitudinal fasciculus  ', 'Left medial longitudinal fasciculus  ']","[0.5610549449920654, 0.234421506524086, 0.0884125679731369, 0.0840882658958435, 0.021271925419569016, 0.010750780813395977]&['Right nucleus of the abducens nerve', 'Left nucleus of the abducens nerve  ', 'Left abducens nerve  ', 'Right abducens nerve  ', 'Right medial longitudinal fasciculus  ', 'Left medial longitudinal fasciculus  ']","[0.36185067892074585, 0.2488502413034439, 0.1763535887002945, 0.1666622906923294, 0.030471036210656166, 0.01581217534840107]&['Right nucleus of the abducens nerve', 'Left nucleus of the abducens nerve  ', 'Right abducens nerve  ', 'Left abducens nerve  ', 'Right medial longitudinal fasciculus  ', 'Left medial longitudinal fasciculus  ']"
33,"[0.39761945605278015, 0.20092518627643585, 0.19756197929382324, 0.1215628981590271, 0.08233048021793365]&['5', '3  ', '2  ', '1  ', '4  ']","[0.37387195229530334, 0.31390997767448425, 0.1560315191745758, 0.08969882130622864, 0.06648771464824677]&['1  ', '5', '2  ', '3  ', '4  ']","[0.766938328742981, 0.07813651114702225, 0.07469651103019714, 0.05644143372774124, 0.02378721907734871]&['5', '2  ', '1  ', '3  ', '4  ']","[0.73790442943573, 0.14560416340827942, 0.07768744230270386, 0.02682351879775524, 0.011980419047176838]&['5', '1  ', '2  ', '3  ', '4  ']","[0.3509150743484497, 0.3236568570137024, 0.21129757165908813, 0.07362569868564606, 0.04050477594137192]&['1  ', '5', '2  ', '3  ', '4  ']"
34,"[0.5675333738327026, 0.3749319016933441, 0.030105087906122208, 0.015665337443351746, 0.011764317750930786]&['Intussusception', 'Hirschsprung disease  ', 'Hookworm infestation  ', 'Constipation  ', 'Cystic fibrosis  ']","[0.9156637191772461, 0.040202222764492035, 0.02794511429965496, 0.011513451114296913, 0.004675464704632759]&['Hirschsprung disease  ', 'Cystic fibrosis  ', 'Constipation  ', 'Hookworm infestation  ', 'Intussusception']","[0.8295422196388245, 0.09595373272895813, 0.0559154748916626, 0.0145021453499794, 0.0040864236652851105]&['Hirschsprung disease  ', 'Constipation  ', 'Cystic fibrosis  ', 'Intussusception', 'Hookworm infestation  ']","[0.5278779864311218, 0.2277102768421173, 0.19810129702091217, 0.03977511078119278, 0.006535337306559086]&['Hirschsprung disease  ', 'Intussusception', 'Cystic fibrosis  ', 'Constipation  ', 'Hookworm infestation  ']","[0.8301884531974792, 0.08089601993560791, 0.06947723031044006, 0.015599883161485195, 0.003838431788608432]&['Hirschsprung disease  ', 'Cystic fibrosis  ', 'Intussusception', 'Constipation  ', 'Hookworm infestation  ']"
35,"[0.7342842221260071, 0.18322381377220154, 0.03342103213071823, 0.03096674755215645, 0.018104245886206627]&['Microarray analysis  ', 'Western blot', 'Reverse transcription -polymerase chain reaction test  ', 'Northern blot  ', 'Southern blot  ']","[0.9081562757492065, 0.047192636877298355, 0.03227990120649338, 0.008169002830982208, 0.004202184267342091]&['Microarray analysis  ', 'Northern blot  ', 'Reverse transcription -polymerase chain reaction test  ', 'Southern blot  ', 'Western blot']","[0.7236724495887756, 0.18905307352542877, 0.06913773715496063, 0.010372629389166832, 0.007764107082039118]&['Microarray analysis  ', 'Western blot', 'Reverse transcription -polymerase chain reaction test  ', 'Northern blot  ', 'Southern blot  ']","[0.5855547785758972, 0.16203917562961578, 0.12651000916957855, 0.11177569627761841, 0.014120332896709442]&['Microarray analysis  ', 'Northern blot  ', 'Southern blot  ', 'Western blot', 'Reverse transcription -polymerase chain reaction test  ']","[0.2836071848869324, 0.24405618011951447, 0.2404191792011261, 0.18539054691791534, 0.04652692377567291]&['Microarray analysis  ', 'Western blot', 'Northern blot  ', 'Southern blot  ', 'Reverse transcription -polymerase chain reaction test  ']"
36,"[0.6372353434562683, 0.2378719598054886, 0.12006435543298721, 0.003505752654746175, 0.001322603551670909]&['Sulfonamide', 'Penicillin  ', 'Macrolide  ', 'Cephalosporin  ', 'Fluoroquinolone  ']","[0.5661404132843018, 0.16774167120456696, 0.15907511115074158, 0.09353654831647873, 0.013506208546459675]&['Macrolide  ', 'Fluoroquinolone  ', 'Sulfonamide', 'Penicillin  ', 'Cephalosporin  ']","[0.7676256895065308, 0.07558990269899368, 0.06482278555631638, 0.05789177864789963, 0.03406977280974388]&['Sulfonamide', 'Penicillin  ', 'Cephalosporin  ', 'Macrolide  ', 'Fluoroquinolone  ']","[0.9494088292121887, 0.021246671676635742, 0.017174242064356804, 0.011063748970627785, 0.0011065331054851413]&['Sulfonamide', 'Macrolide  ', 'Penicillin  ', 'Cephalosporin  ', 'Fluoroquinolone  ']","[0.6599189043045044, 0.15490120649337769, 0.08385136723518372, 0.07703304290771484, 0.02429543249309063]&['Sulfonamide', 'Macrolide  ', 'Cephalosporin  ', 'Penicillin  ', 'Fluoroquinolone  ']"
