,Original,Below Basic,Basic,Intermediate,Advanced
10,"[0.4013909101486206, 0.19935137033462524, 0.16404695808887482, 0.15506848692893982, 0.07451405376195908, 0.005628232378512621]&['Loop of Henle  ', 'Anterior pituitary gland  ', 'Glomerulus  ', 'Bowman capsule  ', 'Hypophysial portal system  ', 'Supraoptic nucleus']","[0.5010808706283569, 0.20921336114406586, 0.14614728093147278, 0.0954945906996727, 0.04782547801733017, 0.00023842122755013406]&['Loop of Henle  ', 'Glomerulus  ', 'Hypophysial portal system  ', 'Anterior pituitary gland  ', 'Bowman capsule  ', 'Supraoptic nucleus']","[0.4258929193019867, 0.33263084292411804, 0.14983640611171722, 0.08819090574979782, 0.0031013560947030783, 0.0003475280827842653]&['Loop of Henle  ', 'Hypophysial portal system  ', 'Anterior pituitary gland  ', 'Glomerulus  ', 'Bowman capsule  ', 'Supraoptic nucleus']","[0.47828301787376404, 0.2864409387111664, 0.12953248620033264, 0.09687700122594833, 0.008385088294744492, 0.0004814712447114289]&['Hypophysial portal system  ', 'Loop of Henle  ', 'Anterior pituitary gland  ', 'Glomerulus  ', 'Bowman capsule  ', 'Supraoptic nucleus']","[0.5841006636619568, 0.20397306978702545, 0.12138444185256958, 0.08124975115060806, 0.008341926150023937, 0.0009500968735665083]&['Loop of Henle  ', 'Hypophysial portal system  ', 'Glomerulus  ', 'Anterior pituitary gland  ', 'Bowman capsule  ', 'Supraoptic nucleus']"
11,"[0.2988303601741791, 0.2924714982509613, 0.21550089120864868, 0.19159552454948425, 0.0016017116140574217]&['Increased synthesis of contractile filaments  ', 'Misfolding and aggregation of cytoskeletal proteins  ', 'Excessive accumulation of glycogen  ', 'Fibrosis of intraventricular conduction pathways  ', 'Myocyte hyperplasia as a result of induction of embryonic genes']","[0.6805362701416016, 0.13492216169834137, 0.10619339346885681, 0.07774447649717331, 0.000603669963311404]&['Increased synthesis of contractile filaments  ', 'Excessive accumulation of glycogen  ', 'Fibrosis of intraventricular conduction pathways  ', 'Misfolding and aggregation of cytoskeletal proteins  ', 'Myocyte hyperplasia as a result of induction of embryonic genes']","[0.6366027593612671, 0.14673243463039398, 0.1122988685965538, 0.10368500649929047, 0.0006808938924223185]&['Increased synthesis of contractile filaments  ', 'Misfolding and aggregation of cytoskeletal proteins  ', 'Fibrosis of intraventricular conduction pathways  ', 'Excessive accumulation of glycogen  ', 'Myocyte hyperplasia as a result of induction of embryonic genes']","[0.6356942057609558, 0.14094114303588867, 0.11221001297235489, 0.11061045527458191, 0.0005442030960693955]&['Increased synthesis of contractile filaments  ', 'Fibrosis of intraventricular conduction pathways  ', 'Misfolding and aggregation of cytoskeletal proteins  ', 'Excessive accumulation of glycogen  ', 'Myocyte hyperplasia as a result of induction of embryonic genes']","[0.4696483910083771, 0.22104579210281372, 0.1869954615831375, 0.12153108417987823, 0.0007792518008500338]&['Increased synthesis of contractile filaments  ', 'Misfolding and aggregation of cytoskeletal proteins  ', 'Excessive accumulation of glycogen  ', 'Fibrosis of intraventricular conduction pathways  ', 'Myocyte hyperplasia as a result of induction of embryonic genes']"
12,"[0.738792896270752, 0.14803065359592438, 0.07839896529912949, 0.034390054643154144, 0.0003874306858051568]&['Magnesium  ', 'Vitamin A  ', 'Vitamin C  ', 'Vitamin B 12 (cobalamin)  ', 'Zinc']","[0.6803985238075256, 0.1790226399898529, 0.09784605354070663, 0.04126044735312462, 0.0014723492786288261]&['Magnesium  ', 'Vitamin A  ', 'Vitamin B 12 (cobalamin)  ', 'Vitamin C  ', 'Zinc']","[0.7032843232154846, 0.2208305150270462, 0.03830767795443535, 0.03630915656685829, 0.0012683417880907655]&['Magnesium  ', 'Vitamin A  ', 'Vitamin B 12 (cobalamin)  ', 'Vitamin C  ', 'Zinc']","[0.5279476642608643, 0.30246424674987793, 0.08641619980335236, 0.08097482472658157, 0.002197015332058072]&['Magnesium  ', 'Vitamin A  ', 'Vitamin C  ', 'Vitamin B 12 (cobalamin)  ', 'Zinc']","[0.44160816073417664, 0.26160725951194763, 0.1513691246509552, 0.14382781088352203, 0.0015876074321568012]&['Magnesium  ', 'Vitamin B 12 (cobalamin)  ', 'Vitamin C  ', 'Vitamin A  ', 'Zinc']"
13,"[0.3039565682411194, 0.25581610202789307, 0.22570504248142242, 0.20415273308753967, 0.010369613766670227]&['128 -132 ', '125 -135 ', '105 -155 ', '120 -140 ', '129 -131']","[0.30728602409362793, 0.27649110555648804, 0.20617187023162842, 0.20426863431930542, 0.005782370921224356]&['128 -132 ', '105 -155 ', '120 -140 ', '125 -135 ', '129 -131']","[0.39237698912620544, 0.29638782143592834, 0.23080109059810638, 0.07151176780462265, 0.008922286331653595]&['105 -155 ', '120 -140 ', '125 -135 ', '128 -132 ', '129 -131']","[0.36941227316856384, 0.197389617562294, 0.15540675818920135, 0.14361754059791565, 0.13417382538318634]&['128 -132 ', '105 -155 ', '120 -140 ', '129 -131', '125 -135 ']","[0.28487372398376465, 0.26485475897789, 0.24487218260765076, 0.20410554111003876, 0.0012938316212967038]&['120 -140 ', '105 -155 ', '125 -135 ', '128 -132 ', '129 -131']"
14,"[0.3619706928730011, 0.23773086071014404, 0.20488904416561127, 0.19320231676101685, 0.0022070782724767923]&['Bronchiectasis  ', 'Chronic pulmonary fibrosis  ', 'Cystic fibrosis  ', 'Asthma  ', 'Emphysema']","[0.5079389214515686, 0.2434828281402588, 0.17341963946819305, 0.07367218285799026, 0.0014863748801872134]&['Bronchiectasis  ', 'Chronic pulmonary fibrosis  ', 'Asthma  ', 'Cystic fibrosis  ', 'Emphysema']","[0.37926894426345825, 0.35200127959251404, 0.17581693828105927, 0.08990009129047394, 0.003012795466929674]&['Bronchiectasis  ', 'Chronic pulmonary fibrosis  ', 'Asthma  ', 'Cystic fibrosis  ', 'Emphysema']","[0.4060901701450348, 0.2756041884422302, 0.1996159851551056, 0.11756330728530884, 0.0011263774940744042]&['Chronic pulmonary fibrosis  ', 'Bronchiectasis  ', 'Asthma  ', 'Cystic fibrosis  ', 'Emphysema']","[0.40000829100608826, 0.2302624136209488, 0.181525319814682, 0.18146638572216034, 0.006737720221281052]&['Chronic pulmonary fibrosis  ', 'Bronchiectasis  ', 'Asthma  ', 'Cystic fibrosis  ', 'Emphysema']"
15,"[0.4304317533969879, 0.4185548722743988, 0.07711183279752731, 0.07304639369249344, 0.0008550924831070006]&['Greater chance of a Type II error  ', 'Greater chance of a Type I error  ', 'Less chance of a Type II error  ', 'Less chance of a Type I error  ', 'Impossible to predict']","[0.392592191696167, 0.2997615933418274, 0.19329814612865448, 0.11102048307657242, 0.00332753942348063]&['Greater chance of a Type I error  ', 'Greater chance of a Type II error  ', 'Less chance of a Type I error  ', 'Less chance of a Type II error  ', 'Impossible to predict']","[0.421134889125824, 0.3649289608001709, 0.11464955657720566, 0.09838364273309708, 0.0009029459324665368]&['Greater chance of a Type I error  ', 'Greater chance of a Type II error  ', 'Less chance of a Type II error  ', 'Less chance of a Type I error  ', 'Impossible to predict']","[0.4267674386501312, 0.3804643452167511, 0.11789383739233017, 0.07212253659963608, 0.0027518472634255886]&['Greater chance of a Type I error  ', 'Greater chance of a Type II error  ', 'Less chance of a Type I error  ', 'Less chance of a Type II error  ', 'Impossible to predict']","[0.3845444321632385, 0.33441293239593506, 0.18334195017814636, 0.0961262509226799, 0.0015743968542665243]&['Greater chance of a Type II error  ', 'Greater chance of a Type I error  ', 'Less chance of a Type I error  ', 'Less chance of a Type II error  ', 'Impossible to predict']"
16,"[0.3237980902194977, 0.26374882459640503, 0.19701598584651947, 0.16702106595039368, 0.0480794757604599, 0.0003365496813785285]&['Increased fasting insulin concentration  ', 'Decreased leptin concentration  ', 'Decreased estrone concentration  ', 'Increased growth hormone concentration  ', 'Decreased cholesterol excretion  ', 'Increased thyroid -stimulating hormone concentration']","[0.36343294382095337, 0.22546371817588806, 0.16521553695201874, 0.15236707031726837, 0.09246876835823059, 0.0010519128991290927]&['Increased fasting insulin concentration  ', 'Decreased leptin concentration  ', 'Increased growth hormone concentration  ', 'Decreased estrone concentration  ', 'Decreased cholesterol excretion  ', 'Increased thyroid -stimulating hormone concentration']","[0.45169562101364136, 0.24311105906963348, 0.158887580037117, 0.0937802791595459, 0.05231586843729019, 0.00020955782383680344]&['Increased fasting insulin concentration  ', 'Decreased leptin concentration  ', 'Decreased estrone concentration  ', 'Increased growth hormone concentration  ', 'Decreased cholesterol excretion  ', 'Increased thyroid -stimulating hormone concentration']","[0.28095200657844543, 0.27127084136009216, 0.19686667621135712, 0.15204548835754395, 0.09835733473300934, 0.0005076996167190373]&['Increased fasting insulin concentration  ', 'Decreased estrone concentration  ', 'Decreased leptin concentration  ', 'Increased growth hormone concentration  ', 'Decreased cholesterol excretion  ', 'Increased thyroid -stimulating hormone concentration']","[0.26362818479537964, 0.2387641817331314, 0.22414454817771912, 0.1868131309747696, 0.08628958463668823, 0.00036034436197951436]&['Increased fasting insulin concentration  ', 'Increased growth hormone concentration  ', 'Decreased leptin concentration  ', 'Decreased estrone concentration  ', 'Decreased cholesterol excretion  ', 'Increased thyroid -stimulating hormone concentration']"
17,"[0.32187947630882263, 0.31338414549827576, 0.2418900579214096, 0.12191314250230789, 0.000933263567276299]&['Psychotic disorder due to general medical condition  ', 'Brief psychotic disorder  ', 'Delusional disorder  ', 'Bipolar disorder, manic, with psychotic features  ', 'Schizophrenia']","[0.5145303606987, 0.22482876479625702, 0.16458481550216675, 0.08454206585884094, 0.011513970792293549]&['Psychotic disorder due to general medical condition  ', 'Delusional disorder  ', 'Bipolar disorder, manic, with psychotic features  ', 'Brief psychotic disorder  ', 'Schizophrenia']","[0.6351161599159241, 0.22469280660152435, 0.09146803617477417, 0.04736889526247978, 0.0013540975051000714]&['Psychotic disorder due to general medical condition  ', 'Bipolar disorder, manic, with psychotic features  ', 'Delusional disorder  ', 'Brief psychotic disorder  ', 'Schizophrenia']","[0.5788728594779968, 0.21163947880268097, 0.1443420946598053, 0.06353645026683807, 0.0016091333236545324]&['Psychotic disorder due to general medical condition  ', 'Bipolar disorder, manic, with psychotic features  ', 'Delusional disorder  ', 'Brief psychotic disorder  ', 'Schizophrenia']","[0.6723940968513489, 0.24862223863601685, 0.039985839277505875, 0.03859453648328781, 0.00040328825707547367]&['Psychotic disorder due to general medical condition  ', 'Delusional disorder  ', 'Brief psychotic disorder  ', 'Bipolar disorder, manic, with psychotic features  ', 'Schizophrenia']"
18,"[0.5864611864089966, 0.336548388004303, 0.040777403861284256, 0.03233501315116882, 0.003878031624481082]&['Allowing the parents time to tell other family members  ', ""Allowing the couple's primary care physician to discuss most of the information with them  "", 'Disclosing the most important information so that it can be understood as fully as possible  ', 'Delaying parental distress until the information is completely disclosed  ', ""Influencing the parents' course of action about what is medically most appropriate""]","[0.621822714805603, 0.2661936283111572, 0.09642136096954346, 0.014870391227304935, 0.0006918536964803934]&[""Allowing the couple's primary care physician to discuss most of the information with them  "", 'Allowing the parents time to tell other family members  ', 'Delaying parental distress until the information is completely disclosed  ', 'Disclosing the most important information so that it can be understood as fully as possible  ', ""Influencing the parents' course of action about what is medically most appropriate""]","[0.7712568640708923, 0.17615815997123718, 0.03300180658698082, 0.01565706916153431, 0.003926088567823172]&[""Allowing the couple's primary care physician to discuss most of the information with them  "", 'Allowing the parents time to tell other family members  ', 'Disclosing the most important information so that it can be understood as fully as possible  ', 'Delaying parental distress until the information is completely disclosed  ', ""Influencing the parents' course of action about what is medically most appropriate""]","[0.5916944146156311, 0.2963656783103943, 0.06328737735748291, 0.03522016480565071, 0.013432360254228115]&[""Allowing the couple's primary care physician to discuss most of the information with them  "", 'Allowing the parents time to tell other family members  ', ""Influencing the parents' course of action about what is medically most appropriate"", 'Delaying parental distress until the information is completely disclosed  ', 'Disclosing the most important information so that it can be understood as fully as possible  ']","[0.49640414118766785, 0.42176148295402527, 0.0628480538725853, 0.013646923005580902, 0.005339308641850948]&[""Allowing the couple's primary care physician to discuss most of the information with them  "", 'Allowing the parents time to tell other family members  ', 'Delaying parental distress until the information is completely disclosed  ', ""Influencing the parents' course of action about what is medically most appropriate"", 'Disclosing the most important information so that it can be understood as fully as possible  ']"
19,"[0.4575898349285126, 0.2556546628475189, 0.17999666929244995, 0.10609276592731476, 0.0006660511717200279]&['Conversion of testosterone to dihydrotestosterone  ', 'Activation of the α 1-adrenergic receptor  ', 'Conversion of testosterone to estradiol  ', 'Inhibition of the α 1-adrenergic receptor  ', 'Production of prostate -specific antigen']","[0.47332963347435, 0.32299429178237915, 0.16320280730724335, 0.03921389579772949, 0.001259456854313612]&['Conversion of testosterone to dihydrotestosterone  ', 'Conversion of testosterone to estradiol  ', 'Activation of the α 1-adrenergic receptor  ', 'Inhibition of the α 1-adrenergic receptor  ', 'Production of prostate -specific antigen']","[0.45835939049720764, 0.4173352122306824, 0.09202685952186584, 0.03172377869486809, 0.0005546719767153263]&['Conversion of testosterone to estradiol  ', 'Conversion of testosterone to dihydrotestosterone  ', 'Activation of the α 1-adrenergic receptor  ', 'Inhibition of the α 1-adrenergic receptor  ', 'Production of prostate -specific antigen']","[0.3837372064590454, 0.3103448450565338, 0.2899073362350464, 0.015729498118162155, 0.0002810340083669871]&['Conversion of testosterone to dihydrotestosterone  ', 'Activation of the α 1-adrenergic receptor  ', 'Conversion of testosterone to estradiol  ', 'Inhibition of the α 1-adrenergic receptor  ', 'Production of prostate -specific antigen']","[0.5276787877082825, 0.22066470980644226, 0.21117953956127167, 0.03809896484017372, 0.002377983182668686]&['Activation of the α 1-adrenergic receptor  ', 'Conversion of testosterone to estradiol  ', 'Conversion of testosterone to dihydrotestosterone  ', 'Inhibition of the α 1-adrenergic receptor  ', 'Production of prostate -specific antigen']"
20,"[0.4759961664676666, 0.4451978802680969, 0.06768789887428284, 0.008030164055526257, 0.003087871940806508]&['Increased  dull bronchial  ', 'Decreased  dull decreased  ', 'Decreased  hyperresonant  decreased  ', 'Decreased  hyperresonant  dull ', 'Increased  dull decreased']","[0.6025990843772888, 0.21131284534931183, 0.12514188885688782, 0.05821775645017624, 0.002728432882577181]&['Increased  dull bronchial  ', 'Decreased  dull decreased  ', 'Decreased  hyperresonant  decreased  ', 'Decreased  hyperresonant  dull ', 'Increased  dull decreased']","[0.3620557188987732, 0.26628339290618896, 0.24719418585300446, 0.12291049212217331, 0.0015562791377305984]&['Increased  dull bronchial  ', 'Decreased  dull decreased  ', 'Decreased  hyperresonant  decreased  ', 'Decreased  hyperresonant  dull ', 'Increased  dull decreased']","[0.437162309885025, 0.20910002291202545, 0.18221208453178406, 0.1694556325674057, 0.0020699675660580397]&['Increased  dull bronchial  ', 'Decreased  dull decreased  ', 'Decreased  hyperresonant  decreased  ', 'Decreased  hyperresonant  dull ', 'Increased  dull decreased']","[0.653072714805603, 0.17211921513080597, 0.1470642387866974, 0.025721043348312378, 0.0020227201748639345]&['Decreased  hyperresonant  decreased  ', 'Increased  dull bronchial  ', 'Decreased  hyperresonant  dull ', 'Decreased  dull decreased  ', 'Increased  dull decreased']"
